,State,Program,Year,Payment,Farm Count,Payee Count
7874,Montana,CRP PAYMENT - ANNUAL RENTAL,2021,23521051.84,1936,2484
7875,Montana,CRP PRACTICE INCENTIVES PAYMENT,2021,257.0,1,1
7876,Montana,CRP TRANSITION INCENTIVES PRGM,2021,957305.0,79,93
7877,Montana,DAIRY MARGIN COVERAGE,2021,3638314.4899999998,46,45
7878,Montana,DIS/WH2 2019 WFHURRINDEMP,2021,642983.0,41,45
7879,Montana,ECP/HMC COST SHARE FY19,2021,19808.0,5,5
7880,Montana,ECPCOF,2021,264592.0,9,9
7881,Montana,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,2938377.0,170,176
7882,Montana,ERFMCFSOF,2021,21933.0,4,4
7883,Montana,GRASSLANDS RESERVE PROGRAM,2021,289979.97,11,11
7884,Montana,LIVESTOCK FORAGE PROGRAM,2021,60804166.57,2755,3461
7885,Montana,LIVESTOCK INDEMNITY PROGRAM,2021,196072.0,60,61
7886,Montana,MARKET FACILITATION PROGRAM - CROPS,2021,1078.0,5,5
7887,Montana,NAP REGULAR WEB-BASED,2021,1919540.07,67,69
7888,Montana,NON-INSURED ASSISTANCE PROGRAM,2021,5318934.0,542,602
7889,Montana,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,1525032.59,33,34
7890,Montana,PRICE LOSS COVERAGE PROGRAM,2021,102281072.13,7724,10675
7891,Montana,QUALITY LOSS ADJUSTMENT PROGRAM,2021,33922382.41,755,891
7892,Montana,SEAFOOD TRADE RELIEF PROGRAM,2021,174302.47,11,14
7893,Montana,TMP/MFP 2019 NON SPECIALTY CROPS,2021,93293.74,40,41
7894,Montana,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2021,9701.28,18,18
7895,Montana,TMP/MFP 2019 SPECIALITY CROPS,2021,48827.0,4,4
7896,Montana,WECPCOF,2021,694537.0,14,14
7897,Montana,WHIP PLUS 3 ASSISTANCE,2021,8349534.42,595,680
7898,Nebraska,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,4297200.74,416,447
7899,Nebraska,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,1633635.86,1442,1562
7900,Nebraska,CCC ORGANIC COST SHARE - CROPS,2021,69169.22,144,147
7901,Nebraska,CCC ORGANIC COST SHARE - LIVESTOCK,2021,2400.0,5,5
7902,Nebraska,CCC ORGANIC COST SHARE - WILD CROPS,2021,189.0,1,1
7903,Nebraska,CCC ORGANIC COST SHARE FEES - HANDLING,2021,7829.78,15,15
7904,Nebraska,CFAP3 - LTU,2021,102393722.37,16464,18703
7905,Nebraska,CFAP3 - TUP,2021,336852902.77,32115,40044
7906,Nebraska,CFAPCARES,2021,2362351.04,70,78
7907,Nebraska,CFAPCARES2.1,2021,2628460.5500000003,48,50
7908,Nebraska,CFAPCCA2,2021,15743502.9,2125,2310
7909,Nebraska,CFAPCCCCA,2021,648347.0,74,75
7910,Nebraska,CRP - CONTINUOUS PIP,2021,19814.010000000002,56,59
7911,Nebraska,CRP COST-SHARE WEB-BASED - COF,2021,99846.68,80,83
7912,Nebraska,CRP FOREST MANAGEMENT INCENTIVE,2021,8081.0,2,2
7913,Nebraska,CRP PAYMENT - ANNUAL RENTAL,2021,71662198.73,9740,11700
7914,Nebraska,CRP PRACTICE INCENTIVES PAYMENT,2021,24282.0,276,300
7915,Nebraska,CRP TRANSITION INCENTIVES PRGM,2021,155764.0,24,26
7916,Nebraska,DAIRY MARGIN COVERAGE,2021,6672368.17,114,121
7917,Nebraska,DIS/WH2 2019 WFHURRINDEMP,2021,532906.98,44,47
7918,Nebraska,DMC PRGM-SUPPLEMENTAL,2021,73945.59,2,2
7919,Nebraska,ECP COST SHARE FY 2018,2021,11714742.64,506,547
7920,Nebraska,ECPCOF,2021,3166.0,1,1
7921,Nebraska,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,1597005.0,76,80
7922,Nebraska,GRASSLANDS RESERVE PROGRAM,2021,131470.0,42,45
7923,Nebraska,LIVESTOCK FORAGE PROGRAM,2021,24414573.58,3862,4200
7924,Nebraska,LIVESTOCK INDEMNITY PROGRAM,2021,434625.0,155,157
7925,Nebraska,MARKET FACILITATION PROGRAM - CROPS,2021,46448.0,21,22
7926,Nebraska,NAP REGULAR WEB-BASED,2021,212404.0,14,14
7927,Nebraska,NON-INSURED ASSISTANCE PROGRAM,2021,1370087.56,356,381
7928,Nebraska,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,42592.19,3,3
7929,Nebraska,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,2021,2955571.15,16,19
7930,Nebraska,PRICE LOSS COVERAGE PROGRAM,2021,26978868.85,15962,19237
7931,Nebraska,QUALITY LOSS ADJUSTMENT PROGRAM,2021,576046.61,110,123
7932,Nebraska,TMP/MFP 2019 NON SPECIALTY CROPS,2021,384228.88,77,80
7933,Nebraska,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2021,36175.64,27,26
7934,Nebraska,WECPCOF,2021,51599.020000000004,6,6
7935,Nebraska,WECPCSCOF,2021,1240402.0,30,32
7936,Nebraska,WHIP PLUS 3 ASSISTANCE,2021,31337196.13,2675,3122
7937,Nevada,CCC ORGANIC COST SHARE - CROPS,2021,7682.97,13,14
7938,Nevada,CCC ORGANIC COST SHARE - LIVESTOCK,2021,857.5,2,2
7939,Nevada,CCC ORGANIC COST SHARE FEES - HANDLING,2021,6722.5,12,12
7940,Nevada,CFAP3 - LTU,2021,5444257.78,602,679
7941,Nevada,CFAP3 - TUP,2021,3764403.56,397,426
7942,Nevada,CFAPCARES,2021,48801.98,1,1
7943,Nevada,CFAPCCA2,2021,822786.79,58,59
7944,Nevada,CRP PAYMENT - ANNUAL RENTAL,2021,11683.0,2,2
7945,Nevada,DAIRY MARGIN COVERAGE,2021,2289113.15,17,17
7946,Nevada,ECP COST SHARE FY 2018,2021,201564.0,2,2
7947,Nevada,ECPCOF,2021,19063.0,2,2
7948,Nevada,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,57010.0,12,12
7949,Nevada,LIVESTOCK FORAGE PROGRAM,2021,14462883.5,373,419
7950,Nevada,NAP REGULAR WEB-BASED,2021,475221.0,8,9
7951,Nevada,NON-INSURED ASSISTANCE PROGRAM,2021,683805.0,58,62
7952,Nevada,PRICE LOSS COVERAGE PROGRAM,2021,547901.0,150,156
7953,Nevada,SEAFOOD TRADE RELIEF PROGRAM,2021,94459.78,6,6
7954,Nevada,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2021,27300.46,2,2
7955,Nevada,WECPCOF,2021,7762.01,1,1
7956,New Hampshire,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,54598.0,17,18
7957,New Hampshire,CCC ORGANIC COST SHARE - CROPS,2021,4674.0,31,31
7958,New Hampshire,CCC ORGANIC COST SHARE - LIVESTOCK,2021,850.0,7,7
7959,New Hampshire,CCC ORGANIC COST SHARE - WILD CROPS,2021,325.0,3,3
7960,New Hampshire,CCC ORGANIC COST SHARE FEES - HANDLING,2021,2115.51,7,7
7961,New Hampshire,CFAP3 - LTU,2021,104831.65,127,132
7962,New Hampshire,CFAP3 - TUP,2021,223521.4,75,78
7963,New Hampshire,CFAPCARES2.1,2021,16778.11,1,1
7964,New Hampshire,CFAPCCA2,2021,1171288.79,65,66
7965,New Hampshire,DAIRY MARGIN COVERAGE,2021,3443867.64,61,61
7966,New Hampshire,ECPCOF,2021,45778.0,3,3
7967,New Hampshire,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,31416.0,4,4
7968,New Hampshire,LIVESTOCK FORAGE PROGRAM,2021,42581.0,21,22
7969,New Hampshire,NAP REGULAR WEB-BASED,2021,76985.0,2,2
7970,New Hampshire,NON-INSURED ASSISTANCE PROGRAM,2021,96429.0,7,7
7971,New Hampshire,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,1441646.47,36,38
7972,New Hampshire,PRICE LOSS COVERAGE PROGRAM,2021,158.0,2,2
7973,New Hampshire,SEAFOOD TRADE RELIEF PROGRAM,2021,47719.240000000005,12,12
7974,New Hampshire,TREE ASSISTANCE PROGRAM,2021,1836.83,1,1
7975,New Hampshire,WECPCOF,2021,13985.0,2,2
7976,New Hampshire,WHIP PLUS 3 ASSISTANCE,2021,420909.49,7,7
7977,New Jersey,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,686.0,1,1
7978,New Jersey,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,2724.0,8,7
7979,New Jersey,CCC ORGANIC COST SHARE - CROPS,2021,1238.5,5,5
7980,New Jersey,CCC ORGANIC COST SHARE FEES - HANDLING,2021,1500.0,4,4
7981,New Jersey,CFAP3 - LTU,2021,179468.94,115,116
7982,New Jersey,CFAP3 - TUP,2021,3783547.83,573,584
7983,New Jersey,CFAPCARES,2021,55955.78,1,1
7984,New Jersey,CFAPCCA2,2021,13450878.98,331,334
7985,New Jersey,CRP COST-SHARE WEB-BASED - COF,2021,3305.0,1,1
7986,New Jersey,CRP PAYMENT - ANNUAL RENTAL,2021,164429.0,158,160
7987,New Jersey,DAIRY MARGIN COVERAGE,2021,1488552.89,33,32
7988,New Jersey,DIS/WH2 2019 WFHURRINDEMP,2021,3968.0,1,1
7989,New Jersey,ECPCOF,2021,5056.0,1,1
7990,New Jersey,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,343313.0,7,7
7991,New Jersey,GRASSLANDS RESERVE PROGRAM,2021,807.0,4,4
7992,New Jersey,LIVESTOCK INDEMNITY PROGRAM,2021,52683.0,1,1
7993,New Jersey,NAP REGULAR WEB-BASED,2021,1036171.0,19,18
7994,New Jersey,NON-INSURED ASSISTANCE PROGRAM,2021,422675.0,23,23
7995,New Jersey,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,2021,1294999.1500000001,3,3
7996,New Jersey,PRICE LOSS COVERAGE PROGRAM,2021,203402.0,275,279
7997,New Jersey,SEAFOOD TRADE RELIEF PROGRAM,2021,287805.91,6,12
7998,New Jersey,TMP/MFP 2019 NON SPECIALTY CROPS,2021,329.0,1,1
7999,New Jersey,WHIP PLUS 3 ASSISTANCE,2021,1875954.02,48,49
8000,New Mexico,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,151478.0,2,2
8001,New Mexico,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,910015.42,73,79
8002,New Mexico,CCC ORGANIC COST SHARE - CROPS,2021,2201.57,5,5
8003,New Mexico,CCC ORGANIC COST SHARE FEES - HANDLING,2021,500.0,1,1
8004,New Mexico,CFAP3 - LTU,2021,14611882.66,2468,3201
8005,New Mexico,CFAP3 - TUP,2021,9786360.25,815,905
8006,New Mexico,CFAPCARES,2021,1382186.31,13,13
8007,New Mexico,CFAPCCA2,2021,5190807.73,494,536
8008,New Mexico,CFAPCCCCA,2021,90763.73,11,10
8009,New Mexico,CRP PAYMENT - ANNUAL RENTAL,2021,12608373.0,782,900
8010,New Mexico,CRP TRANSITION INCENTIVES PRGM,2021,10849.0,1,1
8011,New Mexico,DAIRY MARGIN COVERAGE,2021,10469586.59,65,83
8012,New Mexico,DIPP WEB-BASED,2021,696110.91,1,1
8013,New Mexico,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,419841.22,70,75
8014,New Mexico,FARM RANCHERS PROGRAM,2021,842.17,1,1
8015,New Mexico,GRASSLANDS RESERVE PROGRAM,2021,422613.0,13,13
8016,New Mexico,LIVESTOCK FORAGE PROGRAM,2021,37624131.43,2063,2689
8017,New Mexico,LIVESTOCK INDEMNITY PROGRAM,2021,678222.0,19,21
8018,New Mexico,MARKET FACILITATION PROGRAM - CROPS,2021,101793.0,2,3
8019,New Mexico,NAP REGULAR WEB-BASED,2021,7841399.0,84,106
8020,New Mexico,NON-INSURED ASSISTANCE PROGRAM,2021,29205842.19,1597,1992
8021,New Mexico,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,218906.64,8,8
8022,New Mexico,PRICE LOSS COVERAGE PROGRAM,2021,9249722.68,1233,1406
8023,New Mexico,QUALITY LOSS ADJUSTMENT PROGRAM,2021,81379.54000000001,26,29
8024,New Mexico,SEAFOOD TRADE RELIEF PROGRAM,2021,32186.72,3,3
8025,New Mexico,TMP/MFP 2019 LIVESTOCK,2021,29763.6,1,1
8026,New Mexico,TMP/MFP 2019 NON SPECIALTY CROPS,2021,82989.84000000001,8,8
8027,New Mexico,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2021,46043.2,3,4
8028,New Mexico,TMP/MFP 2019 SPECIALITY CROPS,2021,32738.69,6,6
8029,New Mexico,TREE ASSISTANCE PROGRAM,2021,31415.09,3,3
8030,New Mexico,WHIP PLUS 3 ASSISTANCE,2021,5363608.82,106,133
8031,New York,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,167070.0,69,73
8032,New York,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,106523.91,410,427
8033,New York,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL,2021,70153.0,2,2
8034,New York,CCC ORGANIC COST SHARE - CROPS,2021,63235.36,164,173
8035,New York,CCC ORGANIC COST SHARE - LIVESTOCK,2021,27617.74,70,75
8036,New York,CCC ORGANIC COST SHARE - WILD CROPS,2021,121.5,1,1
8037,New York,CCC ORGANIC COST SHARE FEES - HANDLING,2021,19933.51,55,56
8038,New York,CFAP3 - LTU,2021,3175789.49,2660,2765
8039,New York,CFAP3 - TUP,2021,28305096.67,4037,4286
8040,New York,CFAPCARES,2021,1989776.77,16,14
8041,New York,CFAPCARES2.1,2021,2480.16,1,1
8042,New York,CFAPCCA2,2021,14630242.4,971,1004
8043,New York,CFAPCCCCA,2021,124394.03,10,11
8044,New York,CRP - CHESAPEAKE BAY INCENTIVE,2021,38862.0,13,14
8045,New York,CRP COST-SHARE WEB-BASED - COF,2021,81314.0,7,7
8046,New York,CRP PAYMENT - ANNUAL RENTAL,2021,1612265.99,801,848
8047,New York,DAIRY MARGIN COVERAGE,2021,106081510.07,2069,2201
8048,New York,DAIRY MARGIN COVERAGE PROGRAM,2021,9941.36,1,1
8049,New York,DMC PRGM-SUPPLEMENTAL,2021,1002806.98,88,84
8050,New York,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,258919.0,19,19
8051,New York,GRASSLANDS RESERVE PROGRAM,2021,44663.0,50,51
8052,New York,LIVESTOCK INDEMNITY PROGRAM,2021,6469.0,3,3
8053,New York,NAP REGULAR WEB-BASED,2021,1296172.0,37,36
8054,New York,NON-INSURED ASSISTANCE PROGRAM,2021,184039.0,31,31
8055,New York,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,3508926.33,100,102
8056,New York,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,2021,12148.939999999999,2,2
8057,New York,PRICE LOSS COVERAGE PROGRAM,2021,1646873.0,1921,2002
8058,New York,QUALITY LOSS ADJUSTMENT PROGRAM,2021,477872.66,16,18
8059,New York,SEAFOOD TRADE RELIEF PROGRAM,2021,625336.29,24,26
8060,New York,TMP/MFP 2019 NON SPECIALTY CROPS,2021,113.77,1,1
8061,New York,TREE ASSISTANCE PROGRAM,2021,11329.41,5,5
8062,New York,WHIP PLUS 3 ASSISTANCE,2021,3692618.02,194,208
8063,North Carolina,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,51844.0,1,1
8064,North Carolina,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,2021,299.0,1,1
8065,North Carolina,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,5152552.62,2795,3013
8066,North Carolina,CCC ORGANIC COST SHARE - CROPS,2021,13565.81,29,29
8067,North Carolina,CCC ORGANIC COST SHARE - LIVESTOCK,2021,864.06,2,2
8068,North Carolina,CCC ORGANIC COST SHARE FEES - HANDLING,2021,2375.0,5,5
8069,North Carolina,CFAP3 - LTU,2021,9486466.96,6321,6467
8070,North Carolina,CFAP3 - TUP,2021,64874362.18,6349,6981
8071,North Carolina,CFAPCARES,2021,210182.31,12,12
8072,North Carolina,CFAPCARES2,2021,14492627.01,677,744
8073,North Carolina,CFAPCARES2.1,2021,43534388.37,1094,1182
8074,North Carolina,CFAPCCA2,2021,14593468.53,1341,1381
8075,North Carolina,CFAPCCCCA,2021,125904.6,15,15
8076,North Carolina,CRP - CONTINUOUS PIP,2021,1442.0,1,1
8077,North Carolina,CRP COST-SHARE WEB-BASED - COF,2021,4189.0,2,2
8078,North Carolina,CRP FOREST MANAGEMENT INCENTIVE,2021,1868.0,2,2
8079,North Carolina,CRP PAYMENT - ANNUAL RENTAL,2021,2486695.88,1824,1914
8080,North Carolina,CRP PRACTICE INCENTIVES PAYMENT,2021,3873.0,16,16
8081,North Carolina,DAIRY MARGIN COVERAGE,2021,7485350.22,112,102
8082,North Carolina,DIS/WH2 2019 WFHURRINDEMP,2021,3078642.06,324,338
8083,North Carolina,DMC PRGM-SUPPLEMENTAL,2021,17019.83,2,2
8084,North Carolina,ECP COST SHARE FY 2018,2021,125711.0,8,8
8085,North Carolina,ECP/HMC COST SHARE FY19,2021,240978.0,19,20
8086,North Carolina,ECPCOF,2021,1590.0,1,1
8087,North Carolina,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,542610.0,61,61
8088,North Carolina,EMERGENCY CONSERVATION PROGRAM FY17,2021,228038.0,2,2
8089,North Carolina,EMERGENCY FOREST RESTORATION STAFFORD,2021,5670.0,1,1
8090,North Carolina,GRASSLANDS RESERVE PROGRAM,2021,726.0,1,1
8091,North Carolina,LIVESTOCK INDEMNITY PROGRAM,2021,78527.0,17,17
8092,North Carolina,MARKET FACILITATION PROGRAM - CROPS,2021,440.0,2,2
8093,North Carolina,NAP REGULAR WEB-BASED,2021,6502721.93,91,94
8094,North Carolina,NON-INSURED ASSISTANCE PROGRAM,2021,1228782.0,70,72
8095,North Carolina,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,10394963.54,263,276
8096,North Carolina,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,2021,552389.01,3,3
8097,North Carolina,PRICE LOSS COVERAGE PROGRAM,2021,57580186.7,5785,6339
8098,North Carolina,QUALITY LOSS ADJUSTMENT PROGRAM,2021,1021417.41,183,199
8099,North Carolina,SEAFOOD TRADE RELIEF PROGRAM,2021,113422.54,8,15
8100,North Carolina,TMP/MFP 2019 NON SPECIALTY CROPS,2021,34033.08,8,8
8101,North Carolina,TREE ASSISTANCE PROGRAM,2021,347408.35,7,7
8102,North Carolina,WECP17OF,2021,60755.0,31,32
8103,North Carolina,WECPCSCOF,2021,100029.0,9,9
8104,North Carolina,WHIP 791,2021,868877.0,7,7
8105,North Carolina,WHIP PLUS 3 ASSISTANCE,2021,36954021.63,2078,2257
8106,North Dakota,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,8116137.11,281,287
8107,North Dakota,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,5689709.0,2175,2276
8108,North Dakota,CCC ORGANIC COST SHARE - CROPS,2021,265.28,1,1
8109,North Dakota,CCC ORGANIC COST SHARE FEES - HANDLING,2021,1500.0,1,1
8110,North Dakota,CFAP3 - LTU,2021,38124979.36,7902,9022
8111,North Dakota,CFAP3 - TUP,2021,352753169.29,14723,17829
8112,North Dakota,CFAPCARES,2021,722067.59,26,28
8113,North Dakota,CFAPCARES2.1,2021,58883.66,1,1
8114,North Dakota,CFAPCCA2,2021,16911447.17,1712,1930
8115,North Dakota,CFAPCCCCA,2021,190974.27,29,31
8116,North Dakota,CRP - CONTINUOUS PIP,2021,62229.0,48,52
8117,North Dakota,CRP COST-SHARE WEB-BASED - COF,2021,105219.0,48,52
8118,North Dakota,CRP PAYMENT - ANNUAL RENTAL,2021,63330446.53,10045,11768
8119,North Dakota,CRP PRACTICE INCENTIVES PAYMENT,2021,18912.0,124,127
8120,North Dakota,CRP TRANSITION INCENTIVES PRGM,2021,259863.0,29,30
8121,North Dakota,DAIRY MARGIN COVERAGE,2021,2544905.18,50,61
8122,North Dakota,DIS/WH2 2019 WFHURRINDEMP,2021,5312471.47,425,444
8123,North Dakota,ECPCOF,2021,21783.99,3,3
8124,North Dakota,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,3783309.7,162,168
8125,North Dakota,EMERGENCY CONSERVATION PROGRAM FY17,2021,2786.0,1,1
8126,North Dakota,FARM RANCHERS PROGRAM,2021,1426.4,1,1
8127,North Dakota,GRASSLANDS RESERVE PROGRAM,2021,396377.0,36,39
8128,North Dakota,LIVESTOCK FORAGE PROGRAM,2021,55197800.35,4793,5141
8129,North Dakota,LIVESTOCK INDEMNITY PROGRAM,2021,508739.0,35,33
8130,North Dakota,MARKET FACILITATION PROGRAM - CROPS,2021,51922.0,4,4
8131,North Dakota,NAP REGULAR WEB-BASED,2021,777576.0,27,29
8132,North Dakota,NON-INSURED ASSISTANCE PROGRAM,2021,4532738.0,471,494
8133,North Dakota,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,2021,937255.05,1,1
8134,North Dakota,PRICE LOSS COVERAGE PROGRAM,2021,184088758.23,13987,16139
8135,North Dakota,QUALITY LOSS ADJUSTMENT PROGRAM,2021,83207452.81,4091,4869
8136,North Dakota,TMP/MFP 2019 NON SPECIALTY CROPS,2021,288667.4,12,13
8137,North Dakota,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2021,1164.1499999999999,2,2
8138,North Dakota,WHIP PLUS 3 ASSISTANCE,2021,242446401.43,8468,10002
8139,Ohio,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,3470430.12,958,995
8140,Ohio,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,3868878.67,5309,5554
8141,Ohio,CCC ORGANIC COST SHARE - CROPS,2021,23415.81,52,53
8142,Ohio,CCC ORGANIC COST SHARE - LIVESTOCK,2021,2509.62,9,9
8143,Ohio,CCC ORGANIC COST SHARE - WILD CROPS,2021,137.5,1,1
8144,Ohio,CCC ORGANIC COST SHARE FEES - HANDLING,2021,1562.5,6,6
8145,Ohio,CFAP3 - LTU,2021,13190676.38,7503,7684
8146,Ohio,CFAP3 - TUP,2021,173963231.83,26782,29032
8147,Ohio,CFAPCARES,2021,1556789.13,31,30
8148,Ohio,CFAPCARES2,2021,11095.97,8,8
8149,Ohio,CFAPCARES2.1,2021,4670634.79,133,136
8150,Ohio,CFAPCCA2,2021,11137641.9,2047,2130
8151,Ohio,CFAPCCCCA,2021,432762.85,31,29
8152,Ohio,CRP - CONTINUOUS PIP,2021,932746.35,178,181
8153,Ohio,CRP CLEAR30 MAINT PRGM,2021,9.0,1,1
8154,Ohio,CRP COST-SHARE WEB-BASED - COF,2021,1522120.43,218,223
8155,Ohio,CRP FOREST MANAGEMENT INCENTIVE,2021,9206.0,3,3
8156,Ohio,CRP PAYMENT - ANNUAL RENTAL,2021,43015636.68,16083,17291
8157,Ohio,CRP PRACTICE INCENTIVES PAYMENT,2021,59876.0,244,248
8158,Ohio,CRP TRANSITION INCENTIVES PRGM,2021,15168.0,4,4
8159,Ohio,DAIRY MARGIN COVERAGE,2021,44090487.46,801,797
8160,Ohio,DAIRY MARGIN COVERAGE PROGRAM,2021,8426.4,1,1
8161,Ohio,DMC PRGM-SUPPLEMENTAL,2021,555368.35,51,47
8162,Ohio,ECP/HMC COST SHARE FY19,2021,74153.0,9,9
8163,Ohio,ECPCOF,2021,398262.99,85,85
8164,Ohio,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,74600.0,26,26
8165,Ohio,GRASSLANDS RESERVE PROGRAM,2021,125380.0,100,101
8166,Ohio,LIVESTOCK INDEMNITY PROGRAM,2021,61916.0,14,14
8167,Ohio,MARKET FACILITATION PROGRAM - CROPS,2021,382.0,3,3
8168,Ohio,MARKET FACILITATION PROGRAM - DAHG,2021,372.0,1,1
8169,Ohio,NAP REGULAR WEB-BASED,2021,772700.0,53,53
8170,Ohio,NON-INSURED ASSISTANCE PROGRAM,2021,254639.0,29,29
8171,Ohio,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,3226053.38,73,74
8172,Ohio,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,2021,787757.11,4,4
8173,Ohio,PRICE LOSS COVERAGE PROGRAM,2021,12069534.94,16122,17178
8174,Ohio,QUALITY LOSS ADJUSTMENT PROGRAM,2021,398021.54,57,61
8175,Ohio,SEAFOOD TRADE RELIEF PROGRAM,2021,127750.09,1,1
8176,Ohio,SPOT MARKET HOG PANDEMIC PROGRAM,2021,540000.0,1,1
8177,Ohio,TMP/MFP 2019 LIVESTOCK,2021,22165.600000000002,2,2
8178,Ohio,TMP/MFP 2019 NON SPECIALTY CROPS,2021,164649.74,18,18
8179,Ohio,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2021,3196.7000000000003,6,7
8180,Ohio,TREE ASSISTANCE PROGRAM,2021,50660.100000000006,7,7
8181,Ohio,WHIP PLUS 3 ASSISTANCE,2021,55596511.97,4905,5190
8182,Oklahoma,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2021,67339.0,7,9
8183,Oklahoma,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2021,2465919.74,1486,1585
8184,Oklahoma,CCC ORGANIC COST SHARE - CROPS,2021,4050.0,14,14
8185,Oklahoma,CCC ORGANIC COST SHARE - LIVESTOCK,2021,625.0,2,2
8186,Oklahoma,CCC ORGANIC COST SHARE FEES - HANDLING,2021,7001.0,7,7
8187,Oklahoma,CFAP3 - LTU,2021,90737978.2,25539,30287
8188,Oklahoma,CFAP3 - TUP,2021,105775978.65,10534,12581
8189,Oklahoma,CFAPCARES,2021,664829.38,23,24
8190,Oklahoma,CFAPCARES2.1,2021,4132138.46,132,135
8191,Oklahoma,CFAPCCA2,2021,13373508.22,2070,2156
8192,Oklahoma,CFAPCCCCA,2021,232552.86,38,38
8193,Oklahoma,CRP COST-SHARE WEB-BASED - COF,2021,1767.0,1,1
8194,Oklahoma,CRP PAYMENT - ANNUAL RENTAL,2021,15355157.67,2987,3449
8195,Oklahoma,CRP TRANSITION INCENTIVES PRGM,2021,169822.0,25,30
8196,Oklahoma,DAIRY MARGIN COVERAGE,2021,4660304.05,99,99
8197,Oklahoma,DIPP WEB-BASED,2021,31716.480000000003,2,2
8198,Oklahoma,DIS/WH2 2019 WFHURRINDEMP,2021,964095.33,69,80
8199,Oklahoma,ECP COST SHARE FY 2018,2021,56822.0,7,7
8200,Oklahoma,ECP/HMC COST SHARE FY19,2021,1180557.5,148,153
8201,Oklahoma,ECPCOF,2021,1017617.52,73,73
8202,Oklahoma,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2021,263902.0,53,54
8203,Oklahoma,EMERGENCY CONSERVATION PROGRAM,2021,18683.0,4,4
8204,Oklahoma,GRASSLANDS RESERVE PROGRAM,2021,531367.0,99,107
8205,Oklahoma,LIVESTOCK FORAGE PROGRAM,2021,34964807.75,5492,6165
8206,Oklahoma,LIVESTOCK INDEMNITY PROGRAM,2021,3200215.0,1493,1531
8207,Oklahoma,MARKET FACILITATION PROGRAM - CROPS,2021,1256.0,5,5
8208,Oklahoma,NAP REGULAR WEB-BASED,2021,1975627.0,143,146
8209,Oklahoma,NON-INSURED ASSISTANCE PROGRAM,2021,15615470.84,2921,3293
8210,Oklahoma,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,2021,1040320.95,38,38
8211,Oklahoma,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,2021,1570.08,1,1
8212,Oklahoma,PRICE LOSS COVERAGE PROGRAM,2021,95027422.88,16401,19629
8213,Oklahoma,QUALITY LOSS ADJUSTMENT PROGRAM,2021,1588932.47,393,443
