state,fiscal_year,accounting_program_description,amount
Tennessee,2009,LIVESTOCK INDEMNITY PROGRAM,5097.0
Tennessee,2009,LOAN DEFICIENCY,2633476.7
Tennessee,2009,MILK INCOME LOSS CONTRACT II,7350857.439999998
Tennessee,2010,ACRE DIRECT PAYMENTS,852035.8300000001
Tennessee,2010,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,2936205.15
Tennessee,2010,DCP PROGRAM - DIRECT PAYMENTS,57991390.53999999
Tennessee,2010,DIRECT AND COUNTER CYCLICAL PROG,31672112.739999995
Tennessee,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",3672.0
Tennessee,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,12772867.329999994
Tennessee,2010,LIVESTOCK INDEMNITY PAYMENTS,127098.0
Tennessee,2010,LIVESTOCK INDEMNITY PROGRAM,93678.51000000001
Tennessee,2010,LOAN DEFICIENCY,62298.72999999998
Tennessee,2010,MILK INCOME LOSS CONTRACT II,1835264.4300000002
Tennessee,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,3030449.0
Tennessee,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,3131962.0
Tennessee,2010,TREE ASSISTANCE PROGRAM,22481.0
Tennessee,2011,ACRE DIRECT PAYMENTS,639497.0
Tennessee,2011,ACRE PAYMENTS,1146265.0
Tennessee,2011,AVERAGE CROP REVENUE ELECTION-ACRE,2054.0
Tennessee,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,114830.0
Tennessee,2011,COUNTER CYCLICAL PAYMENT - UPLAND COTTON,1004.0
Tennessee,2011,DCP - COUNTER CYCLICAL,17303.0
Tennessee,2011,DCP - DIRECT,8512343.97
Tennessee,2011,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,3317348.87
Tennessee,2011,DCP PROGRAM - DIRECT PAYMENTS,39815740.24
Tennessee,2011,DIRECT AND COUNTER CYCLICAL PROG,1979.75
Tennessee,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),5381.0
Tennessee,2011,"INCOME LOSS - MILK, PART 2",1125.1100000000001
Tennessee,2011,LIVESTOCK FORAGE DISASTER  PROGRAM,192.0
Tennessee,2011,LIVESTOCK FORAGE DISASTER PROGRAM,82644.06
Tennessee,2011,LIVESTOCK INDEMNITY PAYMENTS,67670.0
Tennessee,2011,LIVESTOCK INDEMNITY PROGRAM,201323.0
Tennessee,2011,LOAN DEFICIENCY,285.15999999999997
Tennessee,2011,MILK INCOME LOSS CONTRACT II,24199.480000000003
Tennessee,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,586533.0
Tennessee,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,737044.0
Tennessee,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,5001307.21
Tennessee,2011,TREE ASSISTANCE PROGRAM,278035.0
Tennessee,2012,AVERAGE CROP REVENUE ELECTION-ACRE,7144.0
Tennessee,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,633239.0
Tennessee,2012,DCP - COUNTER CYCLICAL,8934.0
Tennessee,2012,DCP - DIRECT,39583621.02
Tennessee,2012,LIVESTOCK INDEMNITY PROGRAM,54280.0
Tennessee,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,586.0
Tennessee,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,426671.0
Tennessee,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,17694.0
Tennessee,2013,DCP - COUNTER CYCLICAL,2096.0
Tennessee,2013,DCP - DIRECT,182880.01
Tennessee,2013,"INCOME LOSS - MILK, PART 2",1961914.1800000002
Tennessee,2013,LIVESTOCK INDEMNITY PROGRAM,7722.0
Tennessee,2013,SUPL REVENUE ASSISTANCE - RECOVERY ACT,7536.0
Tennessee,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,8427494.28
Tennessee,2014,AVERAGE CROP REVENUE ELECTION-ACRE,1.0
Tennessee,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,287267.0
Tennessee,2014,DCP - COUNTER CYCLICAL,2555.0
Tennessee,2014,DCP - DIRECT,44440683.349999994
Tennessee,2014,DIRECT PAYMENT - CORN,48.0
Tennessee,2014,DIRECT PAYMENT - SORGHUM,7.0
Tennessee,2014,DIRECT PAYMENT - SOYBEANS,23.0
Tennessee,2014,DIRECT PAYMENT - WHEAT,58.0
Tennessee,2014,"INCOME LOSS - MILK, PART 2",14194.640000000003
Tennessee,2014,LIVESTOCK FORAGE PROGRAM,9308055.0
Tennessee,2014,LIVESTOCK INDEMNITY PROGRAM,301940.0
Tennessee,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,527358.0
Tennessee,2015,COTTON TRANSITION ASSISTANCE PROGRAM,19481281.959999997
Tennessee,2015,DCP - DIRECT,17182.0
Tennessee,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),16948.0
Tennessee,2015,"INCOME LOSS - MILK, PART 2",32.07
Tennessee,2015,LIVESTOCK FORAGE PROGRAM,1578832.0
Tennessee,2015,LIVESTOCK INDEMNITY PROGRAM,1504359.0
Tennessee,2015,MARGIN PROTECTION PROGRAM - DAIRY,1131.0
Tennessee,2015,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,279406.0
Tennessee,2015,TREE ASSISTANCE PROGRAM,803383.0
Tennessee,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,32871.0
Tennessee,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,7111471.1899999995
Tennessee,2016,COTTON TRANSITION ASSISTANCE PROGRAM,77015.0
Tennessee,2016,DCP - DIRECT,6167.0
Tennessee,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),19879.0
Tennessee,2016,LIVESTOCK FORAGE PROGRAM,1356146.0
Tennessee,2016,LIVESTOCK INDEMNITY PROGRAM,496492.0
Tennessee,2016,MARGIN PROTECTION PROGRAM - DAIRY,8531.0
Tennessee,2016,PRICE LOSS COVERAGE PROGRAM,235258.0
Tennessee,2016,TREE ASSISTANCE PROGRAM,968619.0
Tennessee,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,57984.0
Tennessee,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,40735182.08
Tennessee,2017,COTTON TRANSITION ASSISTANCE PROGRAM,3694.0
Tennessee,2017,DCP - DIRECT,1201.0
Tennessee,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),7206.0
Tennessee,2017,LIVESTOCK FORAGE PROGRAM,33947637.59
Tennessee,2017,LIVESTOCK INDEMNITY PROGRAM,171079.0
Tennessee,2017,PRICE LOSS COVERAGE PROGRAM,3681481.0
Tennessee,2017,TREE ASSISTANCE PROGRAM,136646.0
Tennessee,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2345.0
Tennessee,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,81847.0
Tennessee,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,413291.0
Tennessee,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,61892862.3
Tennessee,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),67248.0
Tennessee,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),864.0
Tennessee,2018,LIVESTOCK FORAGE PROGRAM,22542.0
Tennessee,2018,LIVESTOCK FORAGE PROGRAM,46328.0
Tennessee,2018,LIVESTOCK INDEMNITY PROGRAM,54124.0
Tennessee,2018,LIVESTOCK INDEMNITY PROGRAM,10292.0
Tennessee,2018,MARGIN PROTECTION PROGRAM - DAIRY,2264978.0
Tennessee,2018,PRICE LOSS COVERAGE PROGRAM,156277.0
Tennessee,2018,PRICE LOSS COVERAGE PROGRAM,8209694.0
Tennessee,2018,TREE ASSISTANCE PROGRAM,232512.0
Tennessee,2018,TREE ASSISTANCE PROGRAM,5360.0
Tennessee,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,22592.0
Tennessee,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,8574957.02
Tennessee,2019,DAIRY MARGIN COVERAGE PROGRAM,2026331.1300000004
Tennessee,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),26612.0
Tennessee,2019,LIVESTOCK FORAGE PROGRAM,3054.0
Tennessee,2019,LIVESTOCK INDEMNITY PROGRAM,157199.0
Tennessee,2019,MARGIN PROTECTION  - DAIRY,29302.0
Tennessee,2019,MARGIN PROTECTION PROGRAM - DAIRY,207527.0
Tennessee,2019,PRICE LOSS COVERAGE PROGRAM,4534342.66
Tennessee,2019,TREE ASSISTANCE PROGRAM,438507.0
Tennessee,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,57195.0
Tennessee,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,7833015.170000001
Tennessee,2020,DAIRY MARGIN COVERAGE,732957.1899999998
Tennessee,2020,DAIRY MARGIN COVERAGE PROGRAM,63083.7
Tennessee,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),38610.0
Tennessee,2020,LIVESTOCK FORAGE PROGRAM,2097416.0
Tennessee,2020,LIVESTOCK INDEMNITY PROGRAM,82314.0
Tennessee,2020,PRICE LOSS COVERAGE PROGRAM,19142236.38
Tennessee,2020,TREE ASSISTANCE PROGRAM,551384.05
Tennessee,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,132955.0
Tennessee,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,8375449.4
Tennessee,2021,DAIRY MARGIN COVERAGE,4818269.749999995
Tennessee,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),31476.0
Tennessee,2021,LIVESTOCK INDEMNITY PROGRAM,47655.0
Tennessee,2021,MARGIN PROTECTION PROGRAM - DAIRY,10815.0
Tennessee,2021,PRICE LOSS COVERAGE PROGRAM,68923138.35
Tennessee,2021,TREE ASSISTANCE PROGRAM,426208.05
Tennessee,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,42458.0
Tennessee,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,539510.0
Tennessee,2022,DAIRY MARGIN COVERAGE,2213660.84
Tennessee,2022,DMC PRGM-SUPPLEMENTAL,44588.39
Tennessee,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),21908.0
Tennessee,2022,LIVESTOCK INDEMNITY PROGRAM,46389.0
Tennessee,2022,PRICE LOSS COVERAGE PROGRAM,30066882.740000002
Tennessee,2022,TREE ASSISTANCE PROGRAM,201040.88999999998
Texas,2005,EWE LAMB REPLACEMENT OR RETENTION,2182616.88
Texas,2005,INCOME LOSS - MILK,72116.87
Texas,2005,LIVESTOCK ASSISTANCE PROGRAM,3850468.37
Texas,2006,EWE LAMB REPLACEMENT OR RETENTION,10033.92
Texas,2006,INCOME LOSS - MILK,30893.090000000004
Texas,2006,"INCOME LOSS - MILK, PART 2",8987324.02
Texas,2006,LIVESTOCK ASSISTANCE PROGRAM,15325985.180000015
Texas,2007,"INCOME LOSS - MILK, PART 2",3735699.4300000016
Texas,2007,LIVESTOCK ASSISTANCE PROGRAM,55.18
Texas,2008,01-02 CROP DISASTER ASSISTANCE PROGRAM,27281.0
Texas,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,345693.0
Texas,2008,DIRECT AND COUNTER CYCLICAL PROG,162420440.75
Texas,2008,"INCOME LOSS - MILK, PART 2",46678.459999999985
Texas,2008,LIVESTOCK INDEMNITY PROGRAM,240000.0
Texas,2008,LOAN DEFICIENCY,1086407.6500000001
Texas,2008,MILK INCOME LOSS CONTRACT II,556.9300000000001
Texas,2009,05 - 07 LIVESTOCK INDEMNITY PROGRAM,21703.0
Texas,2009,DAIRY INDEMNITY PROGRAM,200805.34000000003
Texas,2009,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,6116.0
Texas,2009,DCP PROGRAM - DIRECT PAYMENTS,1734.0
Texas,2009,DIRECT AND COUNTER CYCLICAL PROG,561732076.9100001
Texas,2009,LIVESTOCK FORAGE DISASTER  PROGRAM,2403.0
Texas,2009,LIVESTOCK INDEMNITY PROGRAM,842961.22
Texas,2009,LOAN DEFICIENCY,20630894.750000037
Texas,2009,MILK INCOME LOSS CONTRACT II,19521846.56999999
Texas,2010,ACRE DIRECT PAYMENTS,3411630.16
Texas,2010,DAIRY INDEMNITY PROGRAM,112899.09
Texas,2010,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,26998484.759999998
Texas,2010,DCP PROGRAM - DIRECT PAYMENTS,460649375.33000004
Texas,2010,DIRECT AND COUNTER CYCLICAL PROG,240014362.26000005
Texas,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",1191503.19
Texas,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,98047568.10000002
Texas,2010,LIVESTOCK INDEMNITY PAYMENTS,566739.07
Texas,2010,LIVESTOCK INDEMNITY PROGRAM,7716193.479999999
Texas,2010,LOAN DEFICIENCY,1627226.0800000008
Texas,2010,MILK INCOME LOSS CONTRACT II,4643557.960000003
Texas,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,101562768.65
Texas,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,79493063.7
Texas,2011,ACRE DIRECT PAYMENTS,2364695.0
Texas,2011,ACRE PAYMENTS,8788726.0
Texas,2011,AVERAGE CROP REVENUE ELECTION-ACRE,305107.0
Texas,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,711974.0
Texas,2011,COUNTER CYCLICAL PAYMENT - UPLAND COTTON,11876.0
Texas,2011,DCP - COUNTER CYCLICAL,1978884.0
Texas,2011,DCP - DIRECT,75110322.07
Texas,2011,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,31501014.16
Texas,2011,DCP PROGRAM - DIRECT PAYMENTS,305017491.79999995
Texas,2011,DIRECT AND COUNTER CYCLICAL PROG,23016.039999999997
Texas,2011,DIRECT PAYMENT - BARLEY,5.0
Texas,2011,DIRECT PAYMENT - CORN,1382.0
Texas,2011,DIRECT PAYMENT - OATS,26.0
Texas,2011,DIRECT PAYMENT - PEANUTS,3538.0
Texas,2011,DIRECT PAYMENT - SORGHUM,2185.0
Texas,2011,DIRECT PAYMENT - SOYBEANS,4.0
Texas,2011,DIRECT PAYMENT - UPLAND COTTON,5138.0
Texas,2011,DIRECT PAYMENT - WHEAT,1085.0
Texas,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),177179.0
Texas,2011,"INCOME LOSS - MILK, PART 2",42160.810000000005
Texas,2011,INDEMNITY PAYMENT - DAIRY,237718.52000000002
Texas,2011,LIVESTOCK FORAGE DISASTER  PROGRAM,1208022.0299999998
Texas,2011,LIVESTOCK FORAGE DISASTER PROGRAM,79973416.94
Texas,2011,LIVESTOCK INDEMNITY PAYMENTS,16581.0
Texas,2011,LIVESTOCK INDEMNITY PROGRAM,482987.06
Texas,2011,LOAN DEFICIENCY,90258.67
Texas,2011,MILK INCOME LOSS CONTRACT II,387.55999999999995
Texas,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,2298875.0
Texas,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,33197050.0
Texas,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,197388098.65000004
Texas,2011,TREE ASSISTANCE PROGRAM,61248.0
Texas,2012,AVERAGE CROP REVENUE ELECTION-ACRE,9479.0
Texas,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,3415739.2199999997
Texas,2012,DCP - COUNTER CYCLICAL,2279746.77
Texas,2012,DCP - DIRECT,300585515.55
Texas,2012,"INCOME LOSS - MILK, PART 2",3864.82
Texas,2012,INDEMNITY PAYMENT - DAIRY,41131.34
Texas,2012,LIVESTOCK FORAGE DISASTER PROGRAM,8266962.48
Texas,2012,LIVESTOCK INDEMNITY PROGRAM,80202.0
Texas,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,39516.0
Texas,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,11943477.24
Texas,2012,TREE ASSISTANCE PROGRAM,15847.0
Texas,2013,AVERAGE CROP REVENUE ELECTION-ACRE,656413.3
Texas,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,137972.82
Texas,2013,DCP - COUNTER CYCLICAL,23400.739999999998
Texas,2013,DCP - DIRECT,5416871.970000001
Texas,2013,"INCOME LOSS - MILK, PART 2",4753489.279999999
Texas,2013,INDEMNITY PAYMENT - DAIRY,454377.53
Texas,2013,LIVESTOCK FORAGE DISASTER PROGRAM,179109.83
Texas,2013,LIVESTOCK INDEMNITY PROGRAM,1.0
Texas,2013,SUPL REVENUE ASSISTANCE - RECOVERY ACT,3854.0
Texas,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,520398056.53999996
Texas,2013,TREE ASSISTANCE PROGRAM,49777.0
Texas,2014,AVERAGE CROP REVENUE ELECTION-ACRE,2879927.52
Texas,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,37687176.29
Texas,2014,DCP - COUNTER CYCLICAL,17729.06
Texas,2014,DCP - DIRECT,296565177.34000003
Texas,2014,DIRECT PAYMENT - CORN,33.0
Texas,2014,DIRECT PAYMENT - RICE,600.0
Texas,2014,DIRECT PAYMENT - SORGHUM,7.0
Texas,2014,DIRECT PAYMENT - UPLAND COTTON,2464.0
Texas,2014,DIRECT PAYMENT - WHEAT,5.0
Texas,2014,"INCOME LOSS - MILK, PART 2",448546.99
Texas,2014,INDEMNITY PAYMENT - DAIRY,212971.68
Texas,2014,LIVESTOCK FORAGE DISASTER PROGRAM,293115.34
Texas,2014,LIVESTOCK FORAGE PROGRAM,425591378.89
Texas,2014,LIVESTOCK INDEMNITY PROGRAM,279088.0
Texas,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,2440299.23
Texas,2014,TREE ASSISTANCE PROGRAM,547136.0
Texas,2015,AVERAGE CROP REVENUE ELECTION-ACRE,83728029.66
Texas,2015,AVERAGE CROP REVENUE ELECTION-DIRECT,136401.47
Texas,2015,COTTON TRANSITION ASSISTANCE PROGRAM,146604057.14
Texas,2015,DCP - COUNTER CYCLICAL,2531.0
Texas,2015,DCP - DIRECT,894995.49
Texas,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2978291.92
Texas,2015,"INCOME LOSS - MILK, PART 2",19261.91
Texas,2015,INDEMNITY PAYMENT - DAIRY,114277.58
Texas,2015,LIVESTOCK FORAGE DISASTER PROGRAM,198502.7
Texas,2015,LIVESTOCK FORAGE PROGRAM,581785022.73
Texas,2015,LIVESTOCK INDEMNITY PROGRAM,536510.0
Texas,2015,MARGIN PROTECTION PROGRAM - DAIRY,20160.0
Texas,2015,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,307408.58999999997
Texas,2015,TREE ASSISTANCE PROGRAM,320230.0
Texas,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,128572.0
Texas,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,80587133.88999999
Texas,2016,AVERAGE CROP REVENUE ELECTION-ACRE,740772.0
Texas,2016,AVERAGE CROP REVENUE ELECTION-DIRECT,19038.05
Texas,2016,COTTON TRANSITION ASSISTANCE PROGRAM,717851.27
Texas,2016,DCP - COUNTER CYCLICAL,2197.06
Texas,2016,DCP - DIRECT,241333.2
Texas,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1711976.0
Texas,2016,INDEMNITY PAYMENT - DAIRY,130077.57999999999
Texas,2016,LIVESTOCK FORAGE DISASTER PROGRAM,91941.69
Texas,2016,LIVESTOCK FORAGE PROGRAM,128501780.78
Texas,2016,LIVESTOCK INDEMNITY PROGRAM,10601599.0
Texas,2016,MARGIN PROTECTION PROGRAM - DAIRY,326053.0
Texas,2016,PRICE LOSS COVERAGE PROGRAM,114307553.97999994
Texas,2016,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,118868.47
Texas,2016,TREE ASSISTANCE PROGRAM,509208.0
Texas,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,55777.0
Texas,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,103624251.55999999
Texas,2017,AVERAGE CROP REVENUE ELECTION-ACRE,20711.0
Texas,2017,AVERAGE CROP REVENUE ELECTION-DIRECT,966.0
Texas,2017,COTTON TRANSITION ASSISTANCE PROGRAM,537584.0
Texas,2017,DCP - COUNTER CYCLICAL,8348.0
Texas,2017,DCP - DIRECT,574896.6
Texas,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1503788.38
Texas,2017,INDEMNITY PAYMENT - DAIRY,63344.71
Texas,2017,LIVESTOCK FORAGE DISASTER PROGRAM,31659.0
Texas,2017,LIVESTOCK FORAGE PROGRAM,14999405.959999999
Texas,2017,LIVESTOCK INDEMNITY PROGRAM,2943549.0
Texas,2017,MARGIN PROTECTION PROGRAM - DAIRY,27477.07
Texas,2017,PRICE LOSS COVERAGE PROGRAM,359594491.51
Texas,2017,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,82347.0
Texas,2017,TREE ASSISTANCE PROGRAM,115386.0
Texas,2018,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,689629.0
Texas,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,842.0
Texas,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,277010.0
Texas,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1003996.0
Texas,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,84041626.99000001
Texas,2018,COTTON TRANSITION ASSISTANCE PROGRAM,671.0
Texas,2018,DCP - DIRECT,4097.0
Texas,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),5192661.0
Texas,2018,INDEMNITY PAYMENT - DAIRY,25447.16
Texas,2018,INDEMNITY PAYMENT - DAIRY,11132.9
Texas,2018,LIVESTOCK FORAGE DISASTER PROGRAM,508.0
Texas,2018,LIVESTOCK FORAGE PROGRAM,43248413.51
Texas,2018,LIVESTOCK FORAGE PROGRAM,781377.33
Texas,2018,LIVESTOCK INDEMNITY PROGRAM,5003933.0
Texas,2018,LIVESTOCK INDEMNITY PROGRAM,1455077.6099999999
Texas,2018,MARGIN PROTECTION PROGRAM - DAIRY,3799934.0
Texas,2018,PRICE LOSS COVERAGE PROGRAM,8266080.67
Texas,2018,PRICE LOSS COVERAGE PROGRAM,602137967.31
Texas,2018,TREE ASSISTANCE PROGRAM,91097.0
Texas,2018,TREE ASSISTANCE PROGRAM,58283.0
Texas,2019,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,17449.0
Texas,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,198158.0
Texas,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,26571224.58
Texas,2019,DAIRY MARGIN COVERAGE PROGRAM,5877930.049999999
Texas,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2275718.0
Texas,2019,INDEMNITY PAYMENT - DAIRY,88383.92
Texas,2019,LIVESTOCK FORAGE PROGRAM,48373035.66
Texas,2019,LIVESTOCK INDEMNITY PROGRAM,689354.0
Texas,2019,MARGIN PROTECTION  - DAIRY,6649.0
Texas,2019,MARGIN PROTECTION PROGRAM - DAIRY,264483.0
Texas,2019,PRICE LOSS COVERAGE PROGRAM,367333551.33
Texas,2019,TREE ASSISTANCE PROGRAM,44035.0
Texas,2020,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,871701.0
Texas,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,215219.0
Texas,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,90365493.35
Texas,2020,DAIRY MARGIN COVERAGE,4894340.440000005
Texas,2020,DAIRY MARGIN COVERAGE PROGRAM,675809.5
Texas,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),3203304.0
Texas,2020,INDEMNITY PAYMENT - DAIRY,193712.73
Texas,2020,LIVESTOCK FORAGE PROGRAM,66805929.239999995
Texas,2020,LIVESTOCK INDEMNITY PROGRAM,830849.0
Texas,2020,PRICE LOSS COVERAGE PROGRAM,357809922.88000005
Texas,2020,TREE ASSISTANCE PROGRAM,76254.58
Texas,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,4813006.5
Texas,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,6119292.45
Texas,2021,DAIRY MARGIN COVERAGE,17873581.40999996
Texas,2021,DAIRY MARGIN COVERAGE PROGRAM,25485.46
Texas,2021,DIPP WEB-BASED,156791.22999999998
Texas,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),25960516.049999997
Texas,2021,LIVESTOCK FORAGE DISASTER PROGRAM,9048.0
Texas,2021,LIVESTOCK FORAGE PROGRAM,83596413.42999999
Texas,2021,LIVESTOCK INDEMNITY PROGRAM,3714206.0
Texas,2021,PRICE LOSS COVERAGE PROGRAM,660334686.4899999
Texas,2021,TREE ASSISTANCE PROGRAM,448649.00999999995
Texas,2022,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,226.0
Texas,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1073625.0
Texas,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2839062.06
Texas,2022,DAIRY MARGIN COVERAGE,8632298.96
Texas,2022,DMC PRGM-SUPPLEMENTAL,31587.639999999996
Texas,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),3286594.0
Texas,2022,LIVESTOCK FORAGE DISASTER PROGRAM,465.0
Texas,2022,LIVESTOCK FORAGE PROGRAM,17047346.97
Texas,2022,LIVESTOCK INDEMNITY PROGRAM,1143698.0
Texas,2022,PRICE LOSS COVERAGE PROGRAM,318231856.5799999
Texas,2022,TREE ASSISTANCE PROGRAM,33538.740000000005
Utah,2005,EWE LAMB REPLACEMENT OR RETENTION,885933.0
Utah,2005,LIVESTOCK ASSISTANCE PROGRAM,2935888.0
Utah,2006,EWE LAMB REPLACEMENT OR RETENTION,5580.0
Utah,2006,"INCOME LOSS - MILK, PART 2",3391606.0
Utah,2006,LIVESTOCK ASSISTANCE PROGRAM,8400713.410000008
Utah,2007,"INCOME LOSS - MILK, PART 2",1362482.060000001
Utah,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,25580.0
Utah,2008,DIRECT AND COUNTER CYCLICAL PROG,440316.0
Utah,2008,"INCOME LOSS - MILK, PART 2",32197.719999999998
Utah,2008,LOAN DEFICIENCY,371062.05999999994
Utah,2008,MILK INCOME LOSS CONTRACT II,8491.53
Utah,2009,DIRECT AND COUNTER CYCLICAL PROG,5593017.0
Utah,2009,LOAN DEFICIENCY,621544.87
Utah,2009,MILK INCOME LOSS CONTRACT II,6456685.609999999
Utah,2010,ACRE DIRECT PAYMENTS,68636.0
Utah,2010,DCP PROGRAM - DIRECT PAYMENTS,6182235.300000002
Utah,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",196619.0
Utah,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,270024.98
Utah,2010,LIVESTOCK INDEMNITY PAYMENTS,314431.0
Utah,2010,LIVESTOCK INDEMNITY PROGRAM,993694.15
Utah,2010,LOAN DEFICIENCY,644881.4099999999
Utah,2010,MILK INCOME LOSS CONTRACT II,1677265.22
Utah,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,809091.0
Utah,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,763523.0
Utah,2011,ACRE DIRECT PAYMENTS,187316.0
Utah,2011,ACRE PAYMENTS,122769.0
Utah,2011,AVERAGE CROP REVENUE ELECTION-ACRE,22979.0
Utah,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,13805.0
Utah,2011,DCP - DIRECT,461157.76
