state,fiscal_year,accounting_program_code,accounting_program_description,amount,category
South Dakota,2019,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2049053,ELAP
South Dakota,2019,2835,LIVESTOCK FORAGE PROGRAM,1125108,LFP
South Dakota,2019,2837,PRICE LOSS COVERAGE PROGRAM,39795996,PLC
South Dakota,2019,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,156332414.7,ARC-CO
South Dakota,2019,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1382348,ARC-Ind
South Dakota,2019,2861,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,500000,Ad Hoc
South Dakota,2019,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,29475,ARC-CO
South Dakota,2019,2867,MARKET FACILITATION PROGRAM - CROPS,418921373.2,MFP
South Dakota,2019,2868,MARKET FACILITATION PROGRAM - DAHG,8937647,MFP
South Dakota,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,208973608.6,MFP
South Dakota,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,1421.87,MFP
South Dakota,2019,2879,TMP/MFP 2019 LIVESTOCK,6040344.76,MFP
South Dakota,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2078142.52,MFP
South Dakota,2019,3070,GRASSLANDS RESERVE PROGRAM,793080,Ad Hoc
South Dakota,2019,4040,EMERGENCY CONSERVATION PROGRAM,2398745,Ad Hoc
South Dakota,2019,4042,EMERGENCY CONSERVATION PROGRAM FY17,415015,Ad Hoc
South Dakota,2019,4056,ECP COST SHARE FY 2018,116609,Ad Hoc
South Dakota,2019,6150,CCC ORGANIC COST SHARE - CROPS,45542.89,Ad Hoc
South Dakota,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,4661,Ad Hoc
South Dakota,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,3077,Ad Hoc
South Dakota,2019,6152,ORGANIC COST SHARE FEES- ST ORG PGM FEES,750,Ad Hoc
South Dakota,2019,8025,MARGIN PROTECTION PROGRAM - DAIRY,98374,DMC
South Dakota,2019,8030,MARGIN PROTECTION  - DAIRY,5196,DMC
South Dakota,2019,8053,DAIRY MARGIN COVERAGE PROGRAM,2104034.03,DMC
South Dakota,2020,2775,NON-INSURED ASSISTANCE PROGRAM,969138,NAP
South Dakota,2020,2832,LIVESTOCK INDEMNITY PROGRAM,9699376,LIP
South Dakota,2020,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),3663338.88,ELAP
South Dakota,2020,2835,LIVESTOCK FORAGE PROGRAM,11234,LFP
South Dakota,2020,2837,PRICE LOSS COVERAGE PROGRAM,23873984.85,PLC
South Dakota,2020,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,41391124.03,ARC-CO
South Dakota,2020,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,770753,ARC-Ind
South Dakota,2020,2867,MARKET FACILITATION PROGRAM - CROPS,1298871,MFP
South Dakota,2020,2868,MARKET FACILITATION PROGRAM - DAHG,659067,MFP
South Dakota,2020,2875,DIS/WH2 2019 WFHURRINDEMP,2844376.1,Ad Hoc
South Dakota,2020,2877,TMP/MFP 2019 NON SPECIALTY CROPS,292370165.1,MFP
South Dakota,2020,2878,TMP/MFP 2019 SPECIALITY CROPS,5709.38,MFP
South Dakota,2020,2879,TMP/MFP 2019 LIVESTOCK,12616047.3,MFP
South Dakota,2020,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,3895169.98,MFP
South Dakota,2020,2881,WML/WML 19 WHIP MILK LOSS,275541,Ad Hoc
South Dakota,2020,2888,WHIP PLUS 3 ASSISTANCE,23117364.47,Ad Hoc
South Dakota,2020,2920,NAP REGULAR WEB-BASED,498522,NAP
South Dakota,2020,3070,GRASSLANDS RESERVE PROGRAM,686418,Ad Hoc
South Dakota,2020,4040,EMERGENCY CONSERVATION PROGRAM,649990,Ad Hoc
South Dakota,2020,4042,EMERGENCY CONSERVATION PROGRAM FY17,25917,Ad Hoc
South Dakota,2020,4056,ECP COST SHARE FY 2018,826431,Ad Hoc
South Dakota,2020,4058,ECP/HMC COST SHARE FY19,237813,Ad Hoc
South Dakota,2020,4920,CFAPCARES,222017933.4,CFAP
South Dakota,2020,4925,CFAPCCCCA,261027357.9,CFAP
South Dakota,2020,4926,CFAPCCA2,59055858.52,CFAP
South Dakota,2020,6150,CCC ORGANIC COST SHARE - CROPS,25232.11,Ad Hoc
South Dakota,2020,6150,CCC ORGANIC COST SHARE - LIVESTOCK,2629.62,Ad Hoc
South Dakota,2020,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2713.47,Ad Hoc
South Dakota,2020,6152,ORGANIC COST SHARE FEES- ST ORG PGM FEES,610,Ad Hoc
South Dakota,2020,8025,MARGIN PROTECTION PROGRAM - DAIRY,2,DMC
South Dakota,2020,8053,DAIRY MARGIN COVERAGE,2103380.31,DMC
South Dakota,2020,8053,DAIRY MARGIN COVERAGE PROGRAM,180123.44,DMC
South Dakota,2021,2775,NON-INSURED ASSISTANCE PROGRAM,4824339,NAP
South Dakota,2021,2832,LIVESTOCK INDEMNITY PROGRAM,1196055,LIP
South Dakota,2021,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2447701,ELAP
South Dakota,2021,2835,LIVESTOCK FORAGE PROGRAM,42192866.98,LFP
South Dakota,2021,2837,PRICE LOSS COVERAGE PROGRAM,113463180.9,PLC
South Dakota,2021,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,80942901.53,ARC-CO
South Dakota,2021,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,81713125.28,ARC-Ind
South Dakota,2021,2867,MARKET FACILITATION PROGRAM - CROPS,6667,MFP
South Dakota,2021,2868,MARKET FACILITATION PROGRAM - DAHG,33794,MFP
South Dakota,2021,2875,DIS/WH2 2019 WFHURRINDEMP,164982.5,Ad Hoc
South Dakota,2021,2877,TMP/MFP 2019 NON SPECIALTY CROPS,626429.26,MFP
South Dakota,2021,2879,TMP/MFP 2019 LIVESTOCK,5044.11,MFP
South Dakota,2021,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,40941.64,MFP
South Dakota,2021,2881,WML/WML 19 WHIP MILK LOSS,8930,Ad Hoc
South Dakota,2021,2888,WHIP PLUS 3 ASSISTANCE,78038571.61,Ad Hoc
South Dakota,2021,2907,SEAFOOD TRADE RELIEF PROGRAM,139829.83,Ad Hoc
South Dakota,2021,2908,QUALITY LOSS ADJUSTMENT PROGRAM,8278586.7,Ad Hoc
South Dakota,2021,2920,NAP REGULAR WEB-BASED,3486974,NAP
South Dakota,2021,3070,GRASSLANDS RESERVE PROGRAM,505307,Ad Hoc
South Dakota,2021,4040,EMERGENCY CONSERVATION PROGRAM,28482,Ad Hoc
South Dakota,2021,4056,ECP COST SHARE FY 2018,452096,Ad Hoc
South Dakota,2021,4058,ECP/HMC COST SHARE FY19,448709,Ad Hoc
South Dakota,2021,4060,ECPCOF,289980,Ad Hoc
South Dakota,2021,4061,WECPCOF,10973,Ad Hoc
South Dakota,2021,4064,WECPCSCOF,79778,Ad Hoc
South Dakota,2021,4920,CFAPCARES,2176681.62,CFAP
South Dakota,2021,4923,CFAP3 - LTU,81171435.44,CFAP
South Dakota,2021,4924,CFAP3 - TUP,247526792.2,CFAP
South Dakota,2021,4925,CFAPCCCCA,2149388.46,CFAP
South Dakota,2021,4926,CFAPCCA2,500190612.8,CFAP
South Dakota,2021,6150,CCC ORGANIC COST SHARE - CROPS,29494.58,Ad Hoc
South Dakota,2021,6150,CCC ORGANIC COST SHARE - LIVESTOCK,3754.45,Ad Hoc
South Dakota,2021,6152,CCC ORGANIC COST SHARE FEES - HANDLING,1738.21,Ad Hoc
South Dakota,2021,8053,DAIRY MARGIN COVERAGE,6567280.38,DMC
South Dakota,2021,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,16000,Ad Hoc
South Dakota,2021,8287,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,1594506.25,Ad Hoc
South Dakota,2022,2775,NON-INSURED ASSISTANCE PROGRAM,14163474,NAP
South Dakota,2022,2832,LIVESTOCK INDEMNITY PROGRAM,50263,LIP
South Dakota,2022,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2585872,ELAP
South Dakota,2022,2835,LIVESTOCK FORAGE PROGRAM,36469425.83,LFP
South Dakota,2022,2837,PRICE LOSS COVERAGE PROGRAM,36638052.72,PLC
South Dakota,2022,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1183050,ARC-CO
South Dakota,2022,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,4783883.23,ARC-Ind
South Dakota,2022,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,814,ARC-CO
South Dakota,2022,2875,DIS/WH2 2019 WFHURRINDEMP,9073.5,Ad Hoc
South Dakota,2022,2888,WHIP PLUS 3 ASSISTANCE,10074742.41,Ad Hoc
South Dakota,2022,2908,QUALITY LOSS ADJUSTMENT PROGRAM,27701.31,Ad Hoc
South Dakota,2022,2920,NAP REGULAR WEB-BASED,3024906,NAP
South Dakota,2022,3070,GRASSLANDS RESERVE PROGRAM,226474,Ad Hoc
South Dakota,2022,4056,ECP COST SHARE FY 2018,31876,Ad Hoc
South Dakota,2022,4058,ECP/HMC COST SHARE FY19,1705,Ad Hoc
South Dakota,2022,4060,ECPCOF,1938035.01,Ad Hoc
South Dakota,2022,4064,WECPCSCOF,3280,Ad Hoc
South Dakota,2022,4920,CFAPCARES,499227.94,CFAP
South Dakota,2022,4922,CFAPCARES2.1,182431.36,CFAP
South Dakota,2022,4923,CFAP3 - LTU,38559.42,CFAP
South Dakota,2022,4924,CFAP3 - TUP,22797.2,CFAP
South Dakota,2022,4925,CFAPCCCCA,217180.06,CFAP
South Dakota,2022,4926,CFAPCCA2,392758.98,CFAP
South Dakota,2022,6150,CCC ORGANIC COST SHARE - CROPS,12629.17,Ad Hoc
South Dakota,2022,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1463.32,Ad Hoc
South Dakota,2022,6152,CCC ORGANIC COST SHARE FEES - HANDLING,3069.47,Ad Hoc
South Dakota,2022,8053,DAIRY MARGIN COVERAGE,3121568.16,DMC
South Dakota,2022,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,385536.77,Ad Hoc
South Dakota,2022,8287,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,1037252.2,Ad Hoc
Tennessee,2018,2441,COTTON GINNING COST SHARE PROGRAM,7465819,Ad Hoc
Tennessee,2018,2775,NON-INSURED ASSISTANCE PROGRAM,252235,NAP
Tennessee,2018,2775,NON-INSURED ASSISTANCE PROGRAM,101866,NAP
Tennessee,2018,2832,LIVESTOCK INDEMNITY PROGRAM,54124,LIP
Tennessee,2018,2832,LIVESTOCK INDEMNITY PROGRAM,10292,LIP
Tennessee,2018,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),67248,ELAP
Tennessee,2018,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),864,ELAP
Tennessee,2018,2834,TREE ASSISTANCE PROGRAM,232512,TAP
Tennessee,2018,2834,TREE ASSISTANCE PROGRAM,5360,TAP
Tennessee,2018,2835,LIVESTOCK FORAGE PROGRAM,22542,LFP
Tennessee,2018,2835,LIVESTOCK FORAGE PROGRAM,46328,LFP
Tennessee,2018,2837,PRICE LOSS COVERAGE PROGRAM,156277,PLC
Tennessee,2018,2837,PRICE LOSS COVERAGE PROGRAM,8209694,PLC
Tennessee,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,413291,ARC-CO
Tennessee,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,61892862.3,ARC-CO
Tennessee,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2345,ARC-Ind
Tennessee,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,81847,ARC-Ind
Tennessee,2018,2867,MARKET FACILITATION PROGRAM - CROPS,72587,MFP
Tennessee,2018,2868,MARKET FACILITATION PROGRAM - DAHG,162314,MFP
Tennessee,2018,3053,GRASSLAND RESERVE PROGRAM-ANNUAL RENTAL,2454,Ad Hoc
Tennessee,2018,3070,GRASSLANDS RESERVE PROGRAM,229161,Ad Hoc
Tennessee,2018,3070,GRASSLANDS RESERVE PROGRAM,14375,Ad Hoc
Tennessee,2018,4040,EMERGENCY CONSERVATION PROGRAM,29618,Ad Hoc
Tennessee,2018,4042,EMERGENCY CONSERVATION PROGRAM FY17,162608,Ad Hoc
Tennessee,2018,4042,EMERGENCY CONSERVATION PROGRAM FY17,23953,Ad Hoc
Tennessee,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,6449,Ad Hoc
Tennessee,2018,6150,CCC ORGANIC COST SHARE - CROPS,6115,Ad Hoc
Tennessee,2018,6150,CCC ORGANIC COST SHARE - CROPS,7066,Ad Hoc
Tennessee,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,638,Ad Hoc
Tennessee,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,1848,Ad Hoc
Tennessee,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,1500,Ad Hoc
Tennessee,2018,8025,MARGIN PROTECTION PROGRAM - DAIRY,2264978,DMC
Tennessee,2019,2775,NON-INSURED ASSISTANCE PROGRAM,556990,NAP
Tennessee,2019,2832,LIVESTOCK INDEMNITY PROGRAM,157199,LIP
Tennessee,2019,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),26612,ELAP
Tennessee,2019,2834,TREE ASSISTANCE PROGRAM,438507,TAP
Tennessee,2019,2835,LIVESTOCK FORAGE PROGRAM,3054,LFP
Tennessee,2019,2837,PRICE LOSS COVERAGE PROGRAM,4534342.66,PLC
Tennessee,2019,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,8574957.02,ARC-CO
Tennessee,2019,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,22592,ARC-Ind
Tennessee,2019,2867,MARKET FACILITATION PROGRAM - CROPS,138460937.9,MFP
Tennessee,2019,2868,MARKET FACILITATION PROGRAM - DAHG,792528,MFP
Tennessee,2019,2870,MARKET FACILITATION PROG-SPECIALTY CROPS,164,MFP
Tennessee,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,96150806.61,MFP
Tennessee,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,7381.85,MFP
Tennessee,2019,2879,TMP/MFP 2019 LIVESTOCK,448219.14,MFP
Tennessee,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,68919.8,MFP
Tennessee,2019,3070,GRASSLANDS RESERVE PROGRAM,275582,Ad Hoc
Tennessee,2019,4042,EMERGENCY CONSERVATION PROGRAM FY17,12732,Ad Hoc
Tennessee,2019,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,13229,Ad Hoc
Tennessee,2019,4056,ECP COST SHARE FY 2018,2580,Ad Hoc
Tennessee,2019,6150,CCC ORGANIC COST SHARE - CROPS,11921.34,Ad Hoc
Tennessee,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,637.5,Ad Hoc
Tennessee,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,1317,Ad Hoc
Tennessee,2019,8025,MARGIN PROTECTION PROGRAM - DAIRY,207527,DMC
Tennessee,2019,8030,MARGIN PROTECTION  - DAIRY,29302,DMC
Tennessee,2019,8053,DAIRY MARGIN COVERAGE PROGRAM,2026331.13,DMC
Tennessee,2020,2775,NON-INSURED ASSISTANCE PROGRAM,702629,NAP
Tennessee,2020,2832,LIVESTOCK INDEMNITY PROGRAM,82314,LIP
Tennessee,2020,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),38610,ELAP
Tennessee,2020,2834,TREE ASSISTANCE PROGRAM,152700,TAP
Tennessee,2020,2835,LIVESTOCK FORAGE PROGRAM,2097416,LFP
Tennessee,2020,2837,PRICE LOSS COVERAGE PROGRAM,19142236.38,PLC
Tennessee,2020,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,7833015.17,ARC-CO
Tennessee,2020,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,57195,ARC-Ind
Tennessee,2020,2867,MARKET FACILITATION PROGRAM - CROPS,269544.5,MFP
Tennessee,2020,2868,MARKET FACILITATION PROGRAM - DAHG,2438,MFP
Tennessee,2020,2872,TREE ASSISTANCE PROGRAM,398684.05,TAP
Tennessee,2020,2877,TMP/MFP 2019 NON SPECIALTY CROPS,133884165.9,MFP
Tennessee,2020,2878,TMP/MFP 2019 SPECIALITY CROPS,49068.34,MFP
Tennessee,2020,2879,TMP/MFP 2019 LIVESTOCK,1110716.71,MFP
Tennessee,2020,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,108555.21,MFP
Tennessee,2020,2888,WHIP PLUS 3 ASSISTANCE,8253100.62,Ad Hoc
Tennessee,2020,2920,NAP REGULAR WEB-BASED,27024,NAP
Tennessee,2020,3070,GRASSLANDS RESERVE PROGRAM,180147,Ad Hoc
Tennessee,2020,4042,EMERGENCY CONSERVATION PROGRAM FY17,87215,Ad Hoc
Tennessee,2020,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,12426,Ad Hoc
Tennessee,2020,4056,ECP COST SHARE FY 2018,140365,Ad Hoc
Tennessee,2020,4058,ECP/HMC COST SHARE FY19,459989,Ad Hoc
Tennessee,2020,4920,CFAPCARES,58316608.37,CFAP
Tennessee,2020,4921,CFAPCARES2,187073.42,CFAP
Tennessee,2020,4925,CFAPCCCCA,74342188.69,CFAP
Tennessee,2020,4926,CFAPCCA2,8207836.08,CFAP
Tennessee,2020,6150,CCC ORGANIC COST SHARE - CROPS,13465.56,Ad Hoc
Tennessee,2020,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2911.44,Ad Hoc
Tennessee,2020,8053,DAIRY MARGIN COVERAGE,732957.19,DMC
Tennessee,2020,8053,DAIRY MARGIN COVERAGE PROGRAM,63083.7,DMC
Tennessee,2021,2775,NON-INSURED ASSISTANCE PROGRAM,36533,NAP
Tennessee,2021,2832,LIVESTOCK INDEMNITY PROGRAM,47655,LIP
Tennessee,2021,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),31476,ELAP
Tennessee,2021,2837,PRICE LOSS COVERAGE PROGRAM,68923138.35,PLC
Tennessee,2021,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,8375449.4,ARC-CO
Tennessee,2021,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,132955,ARC-Ind
Tennessee,2021,2867,MARKET FACILITATION PROGRAM - CROPS,127504,MFP
Tennessee,2021,2872,TREE ASSISTANCE PROGRAM,426208.05,TAP
Tennessee,2021,2877,TMP/MFP 2019 NON SPECIALTY CROPS,863402.18,MFP
Tennessee,2021,2888,WHIP PLUS 3 ASSISTANCE,12936707.36,Ad Hoc
Tennessee,2021,2907,SEAFOOD TRADE RELIEF PROGRAM,139685.12,Ad Hoc
Tennessee,2021,2908,QUALITY LOSS ADJUSTMENT PROGRAM,2718862.21,Ad Hoc
Tennessee,2021,2920,NAP REGULAR WEB-BASED,473031,NAP
Tennessee,2021,3070,GRASSLANDS RESERVE PROGRAM,190332,Ad Hoc
Tennessee,2021,4042,EMERGENCY CONSERVATION PROGRAM FY17,32028,Ad Hoc
Tennessee,2021,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,1379,Ad Hoc
Tennessee,2021,4058,ECP/HMC COST SHARE FY19,1239246,Ad Hoc
Tennessee,2021,4060,ECPCOF,376113.01,Ad Hoc
Tennessee,2021,4061,WECPCOF,286415.2,Ad Hoc
Tennessee,2021,4920,CFAPCARES,1045442.17,CFAP
Tennessee,2021,4921,CFAPCARES2,11326487.37,CFAP
Tennessee,2021,4923,CFAP3 - LTU,23279038.21,CFAP
Tennessee,2021,4924,CFAP3 - TUP,56576471.51,CFAP
Tennessee,2021,4925,CFAPCCCCA,639859.13,CFAP
Tennessee,2021,4926,CFAPCCA2,146343875.5,CFAP
Tennessee,2021,6150,CCC ORGANIC COST SHARE - CROPS,12040.28,Ad Hoc
Tennessee,2021,6150,CCC ORGANIC COST SHARE - WILD CROPS,500,Ad Hoc
Tennessee,2021,6152,CCC ORGANIC COST SHARE FEES - HANDLING,914.5,Ad Hoc
Tennessee,2021,8025,MARGIN PROTECTION PROGRAM - DAIRY,10815,DMC
Tennessee,2021,8053,DAIRY MARGIN COVERAGE,4818269.75,DMC
Tennessee,2021,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,145764.8,Ad Hoc
Tennessee,2022,2775,NON-INSURED ASSISTANCE PROGRAM,54865,NAP
Tennessee,2022,2832,LIVESTOCK INDEMNITY PROGRAM,46389,LIP
Tennessee,2022,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),21908,ELAP
Tennessee,2022,2837,PRICE LOSS COVERAGE PROGRAM,30066882.74,PLC
Tennessee,2022,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,539510,ARC-CO
Tennessee,2022,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,42458,ARC-Ind
Tennessee,2022,2872,TREE ASSISTANCE PROGRAM,201040.89,TAP
Tennessee,2022,2888,WHIP PLUS 3 ASSISTANCE,1320270.84,Ad Hoc
Tennessee,2022,2920,NAP REGULAR WEB-BASED,323911,NAP
Tennessee,2022,3070,GRASSLANDS RESERVE PROGRAM,4410,Ad Hoc
Tennessee,2022,4058,ECP/HMC COST SHARE FY19,74704,Ad Hoc
Tennessee,2022,4060,ECPCOF,46245,Ad Hoc
Tennessee,2022,4061,WECPCOF,118163,Ad Hoc
Tennessee,2022,4062,WECP17OF,69005,Ad Hoc
Tennessee,2022,4920,CFAPCARES,329588.28,CFAP
Tennessee,2022,4921,CFAPCARES2,437170.91,CFAP
Tennessee,2022,4922,CFAPCARES2.1,4256359.15,CFAP
Tennessee,2022,4923,CFAP3 - LTU,2528,CFAP
Tennessee,2022,4924,CFAP3 - TUP,35886.44,CFAP
Tennessee,2022,4925,CFAPCCCCA,1650,CFAP
Tennessee,2022,4926,CFAPCCA2,569273.99,CFAP
Tennessee,2022,6150,CCC ORGANIC COST SHARE - CROPS,8150,Ad Hoc
Tennessee,2022,8053,DAIRY MARGIN COVERAGE,2213660.84,DMC
Tennessee,2022,8055,DMC PRGM-SUPPLEMENTAL,44588.39,DMC
Tennessee,2022,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,6587770.85,Ad Hoc
Texas,2018,2441,COTTON GINNING COST SHARE PROGRAM,104489369.3,Ad Hoc
Texas,2018,2442,COTTON TRANSITION ASSISTANCE PROGRAM,671,Ad Hoc
Texas,2018,2571,LIVESTOCK FORAGE DISASTER PROGRAM,508,LFP
Texas,2018,2775,NON-INSURED ASSISTANCE PROGRAM,3333563.05,NAP
Texas,2018,2775,NON-INSURED ASSISTANCE PROGRAM,2385129,NAP
Texas,2018,2832,LIVESTOCK INDEMNITY PROGRAM,5003933,LIP
Texas,2018,2832,LIVESTOCK INDEMNITY PROGRAM,1455077.61,LIP
Texas,2018,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),5192661,ELAP
Texas,2018,2834,TREE ASSISTANCE PROGRAM,91097,TAP
Texas,2018,2834,TREE ASSISTANCE PROGRAM,58283,TAP
Texas,2018,2835,LIVESTOCK FORAGE PROGRAM,43248413.51,LFP
Texas,2018,2835,LIVESTOCK FORAGE PROGRAM,781377.33,LFP
Texas,2018,2837,PRICE LOSS COVERAGE PROGRAM,8266080.67,PLC
Texas,2018,2837,PRICE LOSS COVERAGE PROGRAM,602137967.3,PLC
Texas,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1003996,ARC-CO
Texas,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,84041626.99,ARC-CO
Texas,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,842,ARC-Ind
Texas,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,277010,ARC-Ind
Texas,2018,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,689629,ARC-CO
Texas,2018,2864,WILDFIRES AND HURRICANES INDEMNITY PROG,14390,Ad Hoc
Texas,2018,2867,MARKET FACILITATION PROGRAM - CROPS,165929,MFP
Texas,2018,2868,MARKET FACILITATION PROGRAM - DAHG,308316,MFP
Texas,2018,3070,GRASSLANDS RESERVE PROGRAM,1163570,Ad Hoc
Texas,2018,3070,GRASSLANDS RESERVE PROGRAM,113821,Ad Hoc
Texas,2018,4040,EMERGENCY CONSERVATION PROGRAM,2054635,Ad Hoc
Texas,2018,4040,EMERGENCY CONSERVATION PROGRAM,288321,Ad Hoc
Texas,2018,4042,EMERGENCY CONSERVATION PROGRAM FY17,1739873,Ad Hoc
Texas,2018,4042,EMERGENCY CONSERVATION PROGRAM FY17,2150158,Ad Hoc
Texas,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,839832,Ad Hoc
Texas,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,285867,Ad Hoc
Texas,2018,4056,ECP COST SHARE FY 2018,1399903,Ad Hoc
Texas,2018,5261,ACREAGE GRAZING PAYMENTS - WHEAT,205.13,Ad Hoc
Texas,2018,6150,CCC ORGANIC COST SHARE - CROPS,19208,Ad Hoc
Texas,2018,6150,CCC ORGANIC COST SHARE - CROPS,20769,Ad Hoc
Texas,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,863,Ad Hoc
Texas,2018,6150,CCC ORGANIC COST SHARE - WILD CROPS,750,Ad Hoc
Texas,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,1500,Ad Hoc
Texas,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2794,Ad Hoc
Texas,2018,6752,DCP - DIRECT,4097,Ad Hoc
Texas,2018,7900,INDEMNITY PAYMENT - DAIRY,25447.16,Ad Hoc
Texas,2018,7900,INDEMNITY PAYMENT - DAIRY,11132.9,Ad Hoc
Texas,2018,8025,MARGIN PROTECTION PROGRAM - DAIRY,3799934,DMC
Texas,2019,2441,COTTON GINNING COST SHARE PROGRAM,351,Ad Hoc
Texas,2019,2775,NON-INSURED ASSISTANCE PROGRAM,20880914.34,NAP
Texas,2019,2832,LIVESTOCK INDEMNITY PROGRAM,689354,LIP
Texas,2019,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2275718,ELAP
Texas,2019,2834,TREE ASSISTANCE PROGRAM,44035,TAP
Texas,2019,2835,LIVESTOCK FORAGE PROGRAM,48373035.66,LFP
Texas,2019,2837,PRICE LOSS COVERAGE PROGRAM,367333551.3,PLC
Texas,2019,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,26571224.58,ARC-CO
Texas,2019,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,198158,ARC-Ind
Texas,2019,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,17449,ARC-CO
Texas,2019,2864,WILDFIRES AND HURRICANES INDEMNITY PROG,7442762,Ad Hoc
Texas,2019,2867,MARKET FACILITATION PROGRAM - CROPS,237838530.2,MFP
Texas,2019,2868,MARKET FACILITATION PROGRAM - DAHG,7932151.81,MFP
Texas,2019,2870,MARKET FACILITATION PROG-SPECIALTY CROPS,10796,MFP
Texas,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,253139911.6,MFP
Texas,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,1521225.4,MFP
Texas,2019,2879,TMP/MFP 2019 LIVESTOCK,4105968.12,MFP
Texas,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,129086.18,MFP
Texas,2019,3070,GRASSLANDS RESERVE PROGRAM,1373989,Ad Hoc
