STATE,COUNTY,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX()
Total,Total,EQIP IRA,Combustion System Improvement (372),Total,22,"$1,230,854 ","2,219"
Total,Total,EQIP IRA,Conservation Cover (327),2023,,,"2,222"
Total,Total,EQIP IRA,Conservation Cover (327),2023,4,"$144,597 ","2,221"
Total,Total,EQIP IRA,Conservation Cover (327),Total,,,"2,224"
Total,Total,EQIP IRA,Conservation Cover (327),Total,4,"$144,597 ","2,223"
Total,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,"2,225"
Total,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,"2,226"
Total,Total,EQIP IRA,Cover Crop (340),2023,,,"2,229"
Total,Total,EQIP IRA,Cover Crop (340),2023,31,"$251,896 ","2,227"
Total,Total,EQIP IRA,Cover Crop (340),2023,39,"$605,278 ","2,228"
Total,Total,EQIP IRA,Cover Crop (340),Total,,,"2,232"
Total,Total,EQIP IRA,Cover Crop (340),Total,31,"$251,896 ","2,230"
Total,Total,EQIP IRA,Cover Crop (340),Total,39,"$605,278 ","2,231"
Total,Total,EQIP IRA,Critical Area Planting (342),2023,8,"$17,010 ","2,233"
Total,Total,EQIP IRA,Critical Area Planting (342),Total,8,"$17,010 ","2,234"
Total,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,"2,235"
Total,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,,,"2,236"
Total,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,4,"$256,153 ","2,237"
Total,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,4,"$256,153 ","2,238"
Total,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,,,"2,239"
Total,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,,,"2,240"
Total,Total,EQIP IRA,Fence (382),2023,,,"2,243"
Total,Total,EQIP IRA,Fence (382),2023,6,"$12,239 ","2,241"
Total,Total,EQIP IRA,Fence (382),2023,29,"$63,996 ","2,242"
Total,Total,EQIP IRA,Fence (382),Total,,,"2,246"
Total,Total,EQIP IRA,Fence (382),Total,6,"$12,239 ","2,244"
Total,Total,EQIP IRA,Fence (382),Total,29,"$63,996 ","2,245"
Total,Total,EQIP IRA,Field Border (386),2023,,,"2,247"
Total,Total,EQIP IRA,Field Border (386),Total,,,"2,248"
Total,Total,EQIP IRA,Forest Stand Improvement (666),2023,,,"2,252"
Total,Total,EQIP IRA,Forest Stand Improvement (666),2023,9,"$99,212 ","2,249"
Total,Total,EQIP IRA,Forest Stand Improvement (666),2023,20,"$232,412 ","2,250"
Total,Total,EQIP IRA,Forest Stand Improvement (666),2023,44,"$1,243,812 ","2,251"
Total,Total,EQIP IRA,Forest Stand Improvement (666),Total,,,"2,256"
Total,Total,EQIP IRA,Forest Stand Improvement (666),Total,9,"$99,212 ","2,253"
Total,Total,EQIP IRA,Forest Stand Improvement (666),Total,20,"$232,412 ","2,254"
Total,Total,EQIP IRA,Forest Stand Improvement (666),Total,44,"$1,243,812 ","2,255"
Total,Total,EQIP IRA,Forest Trails and Landings (655),2023,8,"$22,780 ","2,257"
Total,Total,EQIP IRA,Forest Trails and Landings (655),Total,8,"$22,780 ","2,258"
Total,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,"2,260"
Total,Total,EQIP IRA,Heavy Use Area Protection (561),2023,13,"$128,765 ","2,259"
Total,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,"2,262"
Total,Total,EQIP IRA,Heavy Use Area Protection (561),Total,13,"$128,765 ","2,261"
Total,Total,EQIP IRA,Hedgerow Planting (422),2023,,,"2,263"
Total,Total,EQIP IRA,Hedgerow Planting (422),Total,,,"2,264"
Total,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,13,"$3,835 ","2,265"
Total,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,54,"$69,038 ","2,266"
Total,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,13,"$3,835 ","2,267"
Total,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,54,"$69,038 ","2,268"
Total,Total,EQIP IRA,Herbaceous Wind Barriers (603),2023,,,"2,269"
Total,Total,EQIP IRA,Herbaceous Wind Barriers (603),Total,,,"2,270"
Total,Total,EQIP IRA,High Tunnel System (325),2023,4,"$59,964 ","2,271"
Total,Total,EQIP IRA,High Tunnel System (325),Total,4,"$59,964 ","2,272"
Total,Total,EQIP IRA,Irrigation Pipeline (430),2023,,,"2,273"
Total,Total,EQIP IRA,Irrigation Pipeline (430),Total,,,"2,274"
Total,Total,EQIP IRA,Irrigation Reservoir (436),2023,12,"$55,897 ","2,275"
Total,Total,EQIP IRA,Irrigation Reservoir (436),Total,12,"$55,897 ","2,276"
Total,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,,,"2,278"
Total,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,10,"$32,111 ","2,277"
Total,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,"2,280"
Total,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,10,"$32,111 ","2,279"
Total,Total,EQIP IRA,Irrigation Water Management (449),2023,4,$124 ,"2,281"
Total,Total,EQIP IRA,Irrigation Water Management (449),Total,4,$124 ,"2,282"
Total,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,,,"2,283"
Total,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,,,"2,284"
Total,Total,EQIP IRA,Livestock Pipeline (516),2023,,,"2,287"
Total,Total,EQIP IRA,Livestock Pipeline (516),2023,6,"$19,177 ","2,285"
Total,Total,EQIP IRA,Livestock Pipeline (516),2023,7,"$20,431 ","2,286"
Total,Total,EQIP IRA,Livestock Pipeline (516),Total,,,"2,290"
Total,Total,EQIP IRA,Livestock Pipeline (516),Total,6,"$19,177 ","2,288"
Total,Total,EQIP IRA,Livestock Pipeline (516),Total,7,"$20,431 ","2,289"
Total,Total,EQIP IRA,Livestock Shelter Structure (576),2023,7,"$31,640 ","2,291"
Total,Total,EQIP IRA,Livestock Shelter Structure (576),Total,7,"$31,640 ","2,292"
Total,Total,EQIP IRA,Mulching (484),2023,,,"2,295"
Total,Total,EQIP IRA,Mulching (484),2023,6,"$86,348 ","2,293"
Total,Total,EQIP IRA,Mulching (484),2023,24,"$130,095 ","2,294"
Total,Total,EQIP IRA,Mulching (484),Total,,,"2,298"
Total,Total,EQIP IRA,Mulching (484),Total,6,"$86,348 ","2,296"
Total,Total,EQIP IRA,Mulching (484),Total,24,"$130,095 ","2,297"
Total,Total,EQIP IRA,Nutrient Management (590),2023,,,"2,299"
Total,Total,EQIP IRA,Nutrient Management (590),Total,,,"2,300"
Total,Total,EQIP IRA,Obstruction Removal (500),2023,,,"2,302"
Total,Total,EQIP IRA,Obstruction Removal (500),2023,6,"$51,551 ","2,301"
Total,Total,EQIP IRA,Obstruction Removal (500),Total,,,"2,304"
Total,Total,EQIP IRA,Obstruction Removal (500),Total,6,"$51,551 ","2,303"
Total,Total,EQIP IRA,Pasture and Hay Planting (512),2023,,,"2,307"
Total,Total,EQIP IRA,Pasture and Hay Planting (512),2023,12,"$56,826 ","2,305"
Total,Total,EQIP IRA,Pasture and Hay Planting (512),2023,22,"$169,258 ","2,306"
Total,Total,EQIP IRA,Pasture and Hay Planting (512),Total,,,"2,310"
Total,Total,EQIP IRA,Pasture and Hay Planting (512),Total,12,"$56,826 ","2,308"
Total,Total,EQIP IRA,Pasture and Hay Planting (512),Total,22,"$169,258 ","2,309"
Total,Total,EQIP IRA,Prescribed Grazing (528),2023,9,"$5,013 ","2,311"
Total,Total,EQIP IRA,Prescribed Grazing (528),2023,9,"$22,718 ","2,312"
Total,Total,EQIP IRA,Prescribed Grazing (528),2023,12,"$31,137 ","2,313"
Total,Total,EQIP IRA,Prescribed Grazing (528),Total,9,"$5,013 ","2,314"
Total,Total,EQIP IRA,Prescribed Grazing (528),Total,9,"$22,718 ","2,315"
Total,Total,EQIP IRA,Prescribed Grazing (528),Total,12,"$31,137 ","2,316"
Total,Total,EQIP IRA,Pumping Plant (533),2023,,,"2,318"
Total,Total,EQIP IRA,Pumping Plant (533),2023,5,"$29,414 ","2,317"
Total,Total,EQIP IRA,Pumping Plant (533),Total,,,"2,320"
Total,Total,EQIP IRA,Pumping Plant (533),Total,5,"$29,414 ","2,319"
Total,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,,,"2,321"
Total,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,,,"2,322"
Total,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"2,323"
Total,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"2,324"
Total,Total,EQIP IRA,Road/Trail/Landing Closure and Treatment (654),2023,11,"$83,725 ","2,325"
Total,Total,EQIP IRA,Road/Trail/Landing Closure and Treatment (654),Total,11,"$83,725 ","2,326"
Total,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"2,328"
Total,Total,EQIP IRA,Roof Runoff Structure (558),2023,14,"$56,136 ","2,327"
Total,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"2,330"
Total,Total,EQIP IRA,Roof Runoff Structure (558),Total,14,"$56,136 ","2,329"
Total,Total,EQIP IRA,Roofs and Covers (367),2023,4,"$219,316 ","2,331"
Total,Total,EQIP IRA,Roofs and Covers (367),Total,4,"$219,316 ","2,332"
Total,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"2,333"
Total,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"2,334"
Total,Total,EQIP IRA,Total,2023,28,"$470,272 ","2,335"
Total,Total,EQIP IRA,Total,2023,35,"$306,785 ","2,336"
Total,Total,EQIP IRA,Total,2023,86,"$337,205 ","2,337"
Total,Total,EQIP IRA,Total,2023,171,"$1,125,108 ","2,338"
Total,Total,EQIP IRA,Total,2023,214,"$2,486,628 ","2,339"
Total,Total,EQIP IRA,Total,2023,244,"$2,628,998 ","2,340"
Total,Total,EQIP IRA,Total,Total,28,"$470,272 ","2,341"
Total,Total,EQIP IRA,Total,Total,35,"$306,785 ","2,342"
Total,Total,EQIP IRA,Total,Total,86,"$337,205 ","2,343"
Total,Total,EQIP IRA,Total,Total,171,"$1,125,108 ","2,344"
Total,Total,EQIP IRA,Total,Total,214,"$2,486,628 ","2,345"
Total,Total,EQIP IRA,Total,Total,244,"$2,628,998 ","2,346"
Total,Total,EQIP IRA,Tree-Shrub Pruning (660),2023,,,"2,347"
Total,Total,EQIP IRA,Tree-Shrub Pruning (660),Total,,,"2,348"
Total,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,,,"2,351"
Total,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,6,"$6,823 ","2,349"
Total,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,7,"$14,902 ","2,350"
Total,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,,,"2,354"
Total,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,6,"$6,823 ","2,352"
Total,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,7,"$14,902 ","2,353"
Total,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"2,356"
Total,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,6,"$2,496 ","2,355"
Total,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"2,358"
Total,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,6,"$2,496 ","2,357"
Total,Total,EQIP IRA,Underground Outlet (620),2023,,,"2,359"
Total,Total,EQIP IRA,Underground Outlet (620),Total,,,"2,360"
Total,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,15,"$61,923 ","2,361"
Total,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,15,"$61,923 ","2,362"
Total,Total,EQIP IRA,Vegetative Barrier (601),2023,,,"2,363"
Total,Total,EQIP IRA,Vegetative Barrier (601),Total,,,"2,364"
Total,Total,EQIP IRA,Water Well (642),2023,,,"2,366"
Total,Total,EQIP IRA,Water Well (642),2023,4,"$102,636 ","2,365"
Total,Total,EQIP IRA,Water Well (642),Total,,,"2,368"
Total,Total,EQIP IRA,Water Well (642),Total,4,"$102,636 ","2,367"
Total,Total,EQIP IRA,Watering Facility (614),2023,,,"2,371"
Total,Total,EQIP IRA,Watering Facility (614),2023,7,"$4,496 ","2,369"
Total,Total,EQIP IRA,Watering Facility (614),2023,14,"$36,582 ","2,370"
Total,Total,EQIP IRA,Watering Facility (614),Total,,,"2,374"
Total,Total,EQIP IRA,Watering Facility (614),Total,7,"$4,496 ","2,372"
Total,Total,EQIP IRA,Watering Facility (614),Total,14,"$36,582 ","2,373"
Total,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"2,376"
Total,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,5,"$221,601 ","2,375"
Total,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,"2,378"
Total,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,5,"$221,601 ","2,377"
Total,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"2,379"
Total,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"2,380"
Total,Total,EQIP IRA,Woody Residue Treatment (384),2023,,,"2,382"
Total,Total,EQIP IRA,Woody Residue Treatment (384),2023,34,"$91,559 ","2,381"
Total,Total,EQIP IRA,Woody Residue Treatment (384),Total,,,"2,384"
Total,Total,EQIP IRA,Woody Residue Treatment (384),Total,34,"$91,559 ","2,383"
U.S. Virgin Islands,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,"2,385"
U.S. Virgin Islands,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,"2,386"
U.S. Virgin Islands,Total,EQIP IRA,Cover Crop (340),2023,,,"2,387"
U.S. Virgin Islands,Total,EQIP IRA,Cover Crop (340),Total,,,"2,388"
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Pipeline (430),2023,,,"2,389"
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Pipeline (430),Total,,,"2,390"
U.S. Virgin Islands,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,,,"2,391"
U.S. Virgin Islands,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,"2,392"
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Water Management (449),2023,,,"2,393"
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Water Management (449),Total,,,"2,394"
U.S. Virgin Islands,Total,EQIP IRA,Mulching (484),2023,,,"2,395"
U.S. Virgin Islands,Total,EQIP IRA,Mulching (484),Total,,,"2,396"
U.S. Virgin Islands,Total,EQIP IRA,Nutrient Management (590),2023,,,"2,397"
U.S. Virgin Islands,Total,EQIP IRA,Nutrient Management (590),Total,,,"2,398"
U.S. Virgin Islands,Total,EQIP IRA,Pumping Plant (533),2023,,,"2,399"
U.S. Virgin Islands,Total,EQIP IRA,Pumping Plant (533),Total,,,"2,400"
U.S. Virgin Islands,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"2,401"
U.S. Virgin Islands,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"2,402"
U.S. Virgin Islands,Total,EQIP IRA,Total,2023,14,"$31,435 ","2,403"
U.S. Virgin Islands,Total,EQIP IRA,Total,Total,14,"$31,435 ","2,404"
U.S. Virgin Islands,Total,EQIP IRA,Tree-Shrub Pruning (660),2023,,,"2,405"
U.S. Virgin Islands,Total,EQIP IRA,Tree-Shrub Pruning (660),Total,,,"2,406"
U.S. Virgin Islands,Total,EQIP IRA,Water Well (642),2023,,,"2,407"
U.S. Virgin Islands,Total,EQIP IRA,Water Well (642),Total,,,"2,408"
Utah,Total,EQIP IRA,Brush Management (314),2023,12,"$237,325 ","2,409"
Utah,Total,EQIP IRA,Brush Management (314),Total,12,"$237,325 ","2,410"
Utah,Total,EQIP IRA,Conservation Cover (327),2023,,,"2,411"
Utah,Total,EQIP IRA,Conservation Cover (327),Total,,,"2,412"
Utah,Total,EQIP IRA,Conservation Crop Rotation (328),2023,4,"$28,087 ","2,413"
Utah,Total,EQIP IRA,Conservation Crop Rotation (328),Total,4,"$28,087 ","2,414"
Utah,Total,EQIP IRA,Cover Crop (340),2023,21,"$155,304 ","2,415"
Utah,Total,EQIP IRA,Cover Crop (340),Total,21,"$155,304 ","2,416"
Utah,Total,EQIP IRA,Fence (382),2023,34,"$164,938 ","2,417"
Utah,Total,EQIP IRA,Fence (382),Total,34,"$164,938 ","2,418"
Utah,Total,EQIP IRA,Hedgerow Planting (422),2023,,,"2,419"
Utah,Total,EQIP IRA,Hedgerow Planting (422),Total,,,"2,420"
Utah,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,6,"$6,855 ","2,421"
Utah,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,6,"$6,855 ","2,422"
Utah,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,,,"2,423"
Utah,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,"2,424"
Utah,Total,EQIP IRA,Livestock Pipeline (516),2023,19,"$195,455 ","2,425"
Utah,Total,EQIP IRA,Livestock Pipeline (516),Total,19,"$195,455 ","2,426"
Utah,Total,EQIP IRA,Livestock Shelter Structure (576),2023,,,"2,427"
Utah,Total,EQIP IRA,Livestock Shelter Structure (576),Total,,,"2,428"
Utah,Total,EQIP IRA,Mulching (484),2023,,,"2,429"
Utah,Total,EQIP IRA,Mulching (484),Total,,,"2,430"
Utah,Total,EQIP IRA,Nutrient Management (590),2023,8,"$19,816 ","2,431"
Utah,Total,EQIP IRA,Nutrient Management (590),Total,8,"$19,816 ","2,432"
Utah,Total,EQIP IRA,Pasture and Hay Planting (512),2023,21,"$77,628 ","2,433"
Utah,Total,EQIP IRA,Pasture and Hay Planting (512),Total,21,"$77,628 ","2,434"
Utah,Total,EQIP IRA,Pond (378),2023,,,"2,435"
Utah,Total,EQIP IRA,Pond (378),Total,,,"2,436"
Utah,Total,EQIP IRA,"Pond Sealing or Lining, Geomembrane or Geosynthetic Clay Liner (521)",2023,,,"2,437"
Utah,Total,EQIP IRA,"Pond Sealing or Lining, Geomembrane or Geosynthetic Clay Liner (521)",Total,,,"2,438"
Utah,Total,EQIP IRA,Prescribed Grazing (528),2023,38,"$62,502 ","2,439"
Utah,Total,EQIP IRA,Prescribed Grazing (528),Total,38,"$62,502 ","2,440"
Utah,Total,EQIP IRA,Pumping Plant (533),2023,6,"$45,391 ","2,441"
Utah,Total,EQIP IRA,Pumping Plant (533),Total,6,"$45,391 ","2,442"
Utah,Total,EQIP IRA,Range Planting (550),2023,20,"$340,991 ","2,443"
Utah,Total,EQIP IRA,Range Planting (550),Total,20,"$340,991 ","2,444"
Utah,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,16,"$50,079 ","2,445"
Utah,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,16,"$50,079 ","2,446"
Utah,Total,EQIP IRA,Soil Health Testing (216),2023,5,"$3,589 ","2,447"
Utah,Total,EQIP IRA,Soil Health Testing (216),Total,5,"$3,589 ","2,448"
Utah,Total,EQIP IRA,Spring Development (574),2023,,,"2,449"
Utah,Total,EQIP IRA,Spring Development (574),Total,,,"2,450"
Utah,Total,EQIP IRA,Structure for Water Control (587),2023,,,"2,451"
Utah,Total,EQIP IRA,Structure for Water Control (587),Total,,,"2,452"
Utah,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"2,453"
Utah,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"2,454"
Utah,Total,EQIP IRA,Total,2023,267,"$1,688,036 ","2,455"
Utah,Total,EQIP IRA,Total,Total,267,"$1,688,036 ","2,456"
Utah,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,4,"$3,831 ","2,457"
Utah,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,4,"$3,831 ","2,458"
Utah,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,5,"$27,302 ","2,459"
Utah,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,5,"$27,302 ","2,460"
Utah,Total,EQIP IRA,Water Well (642),2023,,,"2,461"
Utah,Total,EQIP IRA,Water Well (642),Total,,,"2,462"
Utah,Total,EQIP IRA,Watering Facility (614),2023,32,"$101,224 ","2,463"
Utah,Total,EQIP IRA,Watering Facility (614),Total,32,"$101,224 ","2,464"
Utah,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"2,465"
Utah,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,"2,466"
Utah,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"2,467"
Utah,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"2,468"
Vermont,Total,EQIP IRA,Anaerobic Digester (366),2023,,,"2,469"
Vermont,Total,EQIP IRA,Anaerobic Digester (366),Total,,,"2,470"
Vermont,Total,EQIP IRA,Conservation Crop Rotation (328),2023,102,"$239,266 ","2,471"
Vermont,Total,EQIP IRA,Conservation Crop Rotation (328),Total,102,"$239,266 ","2,472"
Vermont,Total,EQIP IRA,Cover Crop (340),2023,127,"$1,975,245 ","2,473"
Vermont,Total,EQIP IRA,Cover Crop (340),Total,127,"$1,975,245 ","2,474"
Vermont,Total,EQIP IRA,Nutrient Management (590),2023,126,"$1,212,200 ","2,475"
Vermont,Total,EQIP IRA,Nutrient Management (590),Total,126,"$1,212,200 ","2,476"
Vermont,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,92,"$357,830 ","2,477"
Vermont,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,92,"$357,830 ","2,478"
Vermont,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"2,479"
Vermont,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"2,480"
Vermont,Total,EQIP IRA,Total,2023,,,"2,482"
Vermont,Total,EQIP IRA,Total,2023,486,"$4,786,704 ","2,481"
Vermont,Total,EQIP IRA,Total,Total,,,"2,484"
Vermont,Total,EQIP IRA,Total,Total,486,"$4,786,704 ","2,483"
Virginia,Total,EQIP IRA,Access Control (472),2023,48,"$23,676 ","2,485"
Virginia,Total,EQIP IRA,Access Control (472),Total,48,"$23,676 ","2,486"
Virginia,Total,EQIP IRA,Brush Management (314),2023,50,"$112,524 ","2,487"
Virginia,Total,EQIP IRA,Brush Management (314),Total,50,"$112,524 ","2,488"
Virginia,Total,EQIP IRA,Conservation Cover (327),2023,,,"2,489"
Virginia,Total,EQIP IRA,Conservation Cover (327),Total,,,"2,490"
Virginia,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,"2,492"
Virginia,Total,EQIP IRA,Conservation Crop Rotation (328),2023,59,"$121,587 ","2,491"
Virginia,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,"2,494"
Virginia,Total,EQIP IRA,Conservation Crop Rotation (328),Total,59,"$121,587 ","2,493"
Virginia,Total,EQIP IRA,Cover Crop (340),2023,9,"$26,548 ","2,495"
Virginia,Total,EQIP IRA,Cover Crop (340),2023,68,"$783,468 ","2,496"
Virginia,Total,EQIP IRA,Cover Crop (340),Total,9,"$26,548 ","2,497"
Virginia,Total,EQIP IRA,Cover Crop (340),Total,68,"$783,468 ","2,498"
Virginia,Total,EQIP IRA,Critical Area Planting (342),2023,5,"$3,196 ","2,499"
Virginia,Total,EQIP IRA,Critical Area Planting (342),Total,5,"$3,196 ","2,500"
Virginia,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,8,"$3,638 ","2,501"
Virginia,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,8,"$3,638 ","2,502"
Virginia,Total,EQIP IRA,Fence (382),2023,106,"$630,340 ","2,503"
Virginia,Total,EQIP IRA,Fence (382),Total,106,"$630,340 ","2,504"
Virginia,Total,EQIP IRA,Firebreak (394),2023,6,"$13,861 ","2,505"
Virginia,Total,EQIP IRA,Firebreak (394),Total,6,"$13,861 ","2,506"
Virginia,Total,EQIP IRA,Forest Stand Improvement (666),2023,30,"$404,596 ","2,507"
Virginia,Total,EQIP IRA,Forest Stand Improvement (666),Total,30,"$404,596 ","2,508"
Virginia,Total,EQIP IRA,Heavy Use Area Protection (561),2023,28,"$82,016 ","2,509"
Virginia,Total,EQIP IRA,Heavy Use Area Protection (561),Total,28,"$82,016 ","2,510"
Virginia,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,44,"$47,574 ","2,511"
Virginia,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,44,"$47,574 ","2,512"
Virginia,Total,EQIP IRA,Livestock Pipeline (516),2023,32,"$248,815 ","2,513"
Virginia,Total,EQIP IRA,Livestock Pipeline (516),Total,32,"$248,815 ","2,514"
Virginia,Total,EQIP IRA,Mulching (484),2023,,,"2,515"
Virginia,Total,EQIP IRA,Mulching (484),Total,,,"2,516"
Virginia,Total,EQIP IRA,Nutrient Management (590),2023,7,"$1,708 ","2,517"
Virginia,Total,EQIP IRA,Nutrient Management (590),2023,64,"$242,949 ","2,518"
Virginia,Total,EQIP IRA,Nutrient Management (590),Total,7,"$1,708 ","2,519"
Virginia,Total,EQIP IRA,Nutrient Management (590),Total,64,"$242,949 ","2,520"
Virginia,Total,EQIP IRA,Pasture and Hay Planting (512),2023,33,"$307,917 ","2,521"
Virginia,Total,EQIP IRA,Pasture and Hay Planting (512),Total,33,"$307,917 ","2,522"
Virginia,Total,EQIP IRA,Prescribed Burning (338),2023,6,"$3,192 ","2,523"
Virginia,Total,EQIP IRA,Prescribed Burning (338),Total,6,"$3,192 ","2,524"
Virginia,Total,EQIP IRA,Prescribed Grazing (528),2023,46,"$116,205 ","2,525"
Virginia,Total,EQIP IRA,Prescribed Grazing (528),Total,46,"$116,205 ","2,526"
Virginia,Total,EQIP IRA,Pumping Plant (533),2023,17,"$73,864 ","2,527"
Virginia,Total,EQIP IRA,Pumping Plant (533),Total,17,"$73,864 ","2,528"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,6,"$11,853 ","2,529"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,33,"$56,932 ","2,530"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,6,"$11,853 ","2,531"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,33,"$56,932 ","2,532"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"2,534"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,33,"$143,003 ","2,533"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"2,536"
Virginia,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,33,"$143,003 ","2,535"
Virginia,Total,EQIP IRA,Riparian Forest Buffer (391),2023,15,"$40,323 ","2,537"
Virginia,Total,EQIP IRA,Riparian Forest Buffer (391),Total,15,"$40,323 ","2,538"
Virginia,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"2,539"
Virginia,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"2,540"
Virginia,Total,EQIP IRA,Stream Crossing (578),2023,6,"$16,017 ","2,541"
Virginia,Total,EQIP IRA,Stream Crossing (578),Total,6,"$16,017 ","2,542"
Virginia,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"2,543"
Virginia,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"2,544"
Virginia,Total,EQIP IRA,Total,2023,606,"$2,678,736 ","2,545"
