STATE,COUNTY/CD,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX(),State
Texas,Total,EQIP IRA,Pumping Plant (533),Total,84,"$486,913 ","3,267", 
Texas,Total,EQIP IRA,Range Planting (550),2023,35,"$353,218 ","3,268", 
Texas,Total,EQIP IRA,Range Planting (550),2024,452,"$4,206,987 ","3,269", 
Texas,Total,EQIP IRA,Range Planting (550),Total,487,"$4,560,204 ","3,270", 
Texas,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,8,"$86,169 ","3,271", 
Texas,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2024,47,"$547,214 ","3,272", 
Texas,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,55,"$633,383 ","3,273", 
Texas,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,10,"$21,238 ","3,274", 
Texas,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2024,91,"$583,091 ","3,275", 
Texas,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,101,"$604,329 ","3,276", 
Texas,Total,EQIP IRA,Riparian Forest Buffer (391),2024,8,"$34,611 ","3,277", 
Texas,Total,EQIP IRA,Riparian Forest Buffer (391),Total,8,"$34,611 ","3,278", 
Texas,Total,EQIP IRA,Riparian Herbaceous Cover (390),2024,,,"3,279",(supp)
Texas,Total,EQIP IRA,Riparian Herbaceous Cover (390),Total,,,"3,280",(supp)
Texas,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"3,281",(supp)
Texas,Total,EQIP IRA,Roof Runoff Structure (558),2024,,,"3,282",(supp)
Texas,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"3,283",(supp)
Texas,Total,EQIP IRA,Roofs and Covers (367),2024,,,"3,284",(supp)
Texas,Total,EQIP IRA,Roofs and Covers (367),Total,,,"3,285",(supp)
Texas,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),2024,,,"3,286",(supp)
Texas,Total,EQIP IRA,Soil and Source Testing for Nutrient Management (217),Total,,,"3,287",(supp)
Texas,Total,EQIP IRA,Soil Carbon Amendment (336),2024,,,"3,288",(supp)
Texas,Total,EQIP IRA,Soil Carbon Amendment (336),Total,,,"3,289",(supp)
Texas,Total,EQIP IRA,Sprinkler System (442),2024,374,"$22,579,919 ","3,290", 
Texas,Total,EQIP IRA,Sprinkler System (442),Total,374,"$22,579,919 ","3,291", 
Texas,Total,EQIP IRA,Structure for Water Control (587),2024,184,"$195,777 ","3,292", 
Texas,Total,EQIP IRA,Structure for Water Control (587),Total,184,"$195,777 ","3,293", 
Texas,Total,EQIP IRA,Structures for Wildlife (649),2024,,,"3,294",(supp)
Texas,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"3,295",(supp)
Texas,Total,EQIP IRA,Terrace (600),2024,5,"$77,622 ","3,296", 
Texas,Total,EQIP IRA,Terrace (600),Total,5,"$77,622 ","3,297", 
Texas,Total,EQIP IRA,Total,2023,753,"$12,398,767 ","3,298", 
Texas,Total,EQIP IRA,Total,2024,"6,198","$102,507,871 ","3,299", 
Texas,Total,EQIP IRA,Total,Total,"6,951","$114,906,638 ","3,300", 
Texas,Total,EQIP IRA,Tree/Shrub Establishment (612),2024,167,"$5,769,543 ","3,301", 
Texas,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,167,"$5,769,543 ","3,302", 
Texas,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2024,165,"$1,884,752 ","3,303", 
Texas,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,165,"$1,884,752 ","3,304", 
Texas,Total,EQIP IRA,Underground Outlet (620),2023,,,"3,305",(supp)
Texas,Total,EQIP IRA,Underground Outlet (620),2024,,,"3,306",(supp)
Texas,Total,EQIP IRA,Underground Outlet (620),Total,,,"3,307",(supp)
Texas,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,246,"$5,591,401 ","3,308", 
Texas,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2024,42,"$449,827 ","3,309", 
Texas,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,288,"$6,041,229 ","3,310", 
Texas,Total,EQIP IRA,Waste Storage Facility (313),2024,,,"3,311",(supp)
Texas,Total,EQIP IRA,Waste Storage Facility (313),Total,,,"3,312",(supp)
Texas,Total,EQIP IRA,Waste Transfer (634),2024,,,"3,313",(supp)
Texas,Total,EQIP IRA,Waste Transfer (634),Total,,,"3,314",(supp)
Texas,Total,EQIP IRA,Water Well (642),2023,6,"$74,041 ","3,315", 
Texas,Total,EQIP IRA,Water Well (642),2024,52,"$840,619 ","3,316", 
Texas,Total,EQIP IRA,Water Well (642),Total,58,"$914,660 ","3,317", 
Texas,Total,EQIP IRA,Watering Facility (614),2023,43,"$174,129 ","3,318", 
Texas,Total,EQIP IRA,Watering Facility (614),2024,162,"$543,323 ","3,319", 
Texas,Total,EQIP IRA,Watering Facility (614),Total,205,"$717,452 ","3,320", 
Texas,Total,EQIP IRA,Well Decommissioning (351),2023,,,"3,321",(supp)
Texas,Total,EQIP IRA,Well Decommissioning (351),2024,5,"$14,339 ","3,322", 
Texas,Total,EQIP IRA,Well Decommissioning (351),Total,,,"3,323",(supp)
Texas,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,5,"$103,288 ","3,324", 
Texas,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,43,"$419,170 ","3,325", 
Texas,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,48,"$522,458 ","3,326", 
Texas,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2024,,,"3,327",(supp)
Texas,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"3,328",(supp)
Texas,Total,EQIP IRA,Woody Residue Treatment (384),2024,520,"$3,329,091 ","3,329", 
Texas,Total,EQIP IRA,Woody Residue Treatment (384),Total,520,"$3,329,091 ","3,330", 
U.S. Virgin Islands,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,"3,331",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Conservation Crop Rotation (328),Total,,,"3,332",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Cover Crop (340),2023,,,"3,333",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Cover Crop (340),Total,,,"3,334",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Pipeline (430),2023,,,"3,335",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Pipeline (430),Total,,,"3,336",(supp)
U.S. Virgin Islands,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,,,"3,337",(supp)
U.S. Virgin Islands,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,"3,338",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Water Management (449),2023,,,"3,339",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Irrigation Water Management (449),Total,,,"3,340",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Mulching (484),2023,,,"3,341",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Mulching (484),Total,,,"3,342",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Nutrient Management (590),2023,,,"3,343",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Nutrient Management (590),Total,,,"3,344",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Pumping Plant (533),2023,,,"3,345",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Pumping Plant (533),Total,,,"3,346",(supp)
U.S. Virgin Islands,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"3,347",(supp)
U.S. Virgin Islands,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"3,348",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Total,2023,,,"3,349",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Total,Total,,,"3,350",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Tree-Shrub Pruning (660),2023,,,"3,351",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Tree-Shrub Pruning (660),Total,,,"3,352",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Water Well (642),2023,,,"3,353",(supp)
U.S. Virgin Islands,Total,EQIP IRA,Water Well (642),Total,,,"3,354",(supp)
Utah,Total,EQIP IRA,Brush Management (314),2023,10,"$210,177 ","3,355", 
Utah,Total,EQIP IRA,Brush Management (314),Total,10,"$210,177 ","3,356", 
Utah,Total,EQIP IRA,Conservation Cover (327),2023,,,"3,357",(supp)
Utah,Total,EQIP IRA,Conservation Cover (327),Total,,,"3,358",(supp)
Utah,Total,EQIP IRA,Conservation Crop Rotation (328),2023,4,"$28,087 ","3,359", 
Utah,Total,EQIP IRA,Conservation Crop Rotation (328),Total,4,"$28,087 ","3,360", 
Utah,Total,EQIP IRA,Cover Crop (340),2023,50,"$155,267 ","3,361", 
Utah,Total,EQIP IRA,Cover Crop (340),Total,50,"$155,267 ","3,362", 
Utah,Total,EQIP IRA,Fence (382),2023,33,"$160,557 ","3,363", 
Utah,Total,EQIP IRA,Fence (382),Total,33,"$160,557 ","3,364", 
Utah,Total,EQIP IRA,Hedgerow Planting (422),2023,,,"3,365",(supp)
Utah,Total,EQIP IRA,Hedgerow Planting (422),Total,,,"3,366",(supp)
Utah,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,6,"$6,854 ","3,367", 
Utah,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,6,"$6,854 ","3,368", 
Utah,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,,,"3,369",(supp)
Utah,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,"3,370",(supp)
Utah,Total,EQIP IRA,Livestock Pipeline (516),2023,23,"$195,640 ","3,371", 
Utah,Total,EQIP IRA,Livestock Pipeline (516),Total,23,"$195,640 ","3,372", 
Utah,Total,EQIP IRA,Livestock Shelter Structure (576),2023,,,"3,373",(supp)
Utah,Total,EQIP IRA,Livestock Shelter Structure (576),Total,,,"3,374",(supp)
Utah,Total,EQIP IRA,Mulching (484),2023,,,"3,375",(supp)
Utah,Total,EQIP IRA,Mulching (484),Total,,,"3,376",(supp)
Utah,Total,EQIP IRA,Nutrient Management (590),2023,8,"$19,815 ","3,377", 
Utah,Total,EQIP IRA,Nutrient Management (590),Total,8,"$19,815 ","3,378", 
Utah,Total,EQIP IRA,Pasture and Hay Planting (512),2023,19,"$70,209 ","3,379", 
Utah,Total,EQIP IRA,Pasture and Hay Planting (512),Total,19,"$70,209 ","3,380", 
Utah,Total,EQIP IRA,Pond (378),2023,,,"3,381",(supp)
Utah,Total,EQIP IRA,Pond (378),Total,,,"3,382",(supp)
Utah,Total,EQIP IRA,"Pond Sealing or Lining, Geomembrane or Geosynthetic Clay Liner (521)",2023,,,"3,383",(supp)
Utah,Total,EQIP IRA,"Pond Sealing or Lining, Geomembrane or Geosynthetic Clay Liner (521)",Total,,,"3,384",(supp)
Utah,Total,EQIP IRA,Prescribed Grazing (528),2023,36,"$58,996 ","3,385", 
Utah,Total,EQIP IRA,Prescribed Grazing (528),Total,36,"$58,996 ","3,386", 
Utah,Total,EQIP IRA,Pumping Plant (533),2023,6,"$45,391 ","3,387", 
Utah,Total,EQIP IRA,Pumping Plant (533),Total,6,"$45,391 ","3,388", 
Utah,Total,EQIP IRA,Range Planting (550),2023,19,"$324,798 ","3,389", 
Utah,Total,EQIP IRA,Range Planting (550),Total,19,"$324,798 ","3,390", 
Utah,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,14,"$49,519 ","3,391", 
Utah,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,14,"$49,519 ","3,392", 
Utah,Total,EQIP IRA,Soil Health Testing (216),2023,5,"$3,589 ","3,393", 
Utah,Total,EQIP IRA,Soil Health Testing (216),Total,5,"$3,589 ","3,394", 
Utah,Total,EQIP IRA,Spring Development (574),2023,,,"3,395",(supp)
Utah,Total,EQIP IRA,Spring Development (574),Total,,,"3,396",(supp)
Utah,Total,EQIP IRA,Structure for Water Control (587),2023,,,"3,397",(supp)
Utah,Total,EQIP IRA,Structure for Water Control (587),Total,,,"3,398",(supp)
Utah,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"3,399",(supp)
Utah,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"3,400",(supp)
Utah,Total,EQIP IRA,Total,2023,290,"$1,613,195 ","3,401", 
Utah,Total,EQIP IRA,Total,Total,290,"$1,613,195 ","3,402", 
Utah,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,4,"$3,831 ","3,403", 
Utah,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,4,"$3,831 ","3,404", 
Utah,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,5,"$27,302 ","3,405", 
Utah,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,5,"$27,302 ","3,406", 
Utah,Total,EQIP IRA,Water Well (642),2023,,,"3,407",(supp)
Utah,Total,EQIP IRA,Water Well (642),Total,,,"3,408",(supp)
Utah,Total,EQIP IRA,Watering Facility (614),2023,32,"$86,319 ","3,409", 
Utah,Total,EQIP IRA,Watering Facility (614),Total,32,"$86,319 ","3,410", 
Utah,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"3,411",(supp)
Utah,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,"3,412",(supp)
Utah,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"3,413",(supp)
Utah,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"3,414",(supp)
Vermont,Total,EQIP IRA,Anaerobic Digester (366),2023,,,"3,415",(supp)
Vermont,Total,EQIP IRA,Anaerobic Digester (366),Total,,,"3,416",(supp)
Vermont,Total,EQIP IRA,Total,2023,,,"3,417",(supp)
Vermont,Total,EQIP IRA,Total,Total,,,"3,418",(supp)
Virginia,Total,EQIP IRA,Access Control (472),2023,48,"$23,675 ","3,419", 
Virginia,Total,EQIP IRA,Access Control (472),2024,11,$177 ,"3,420", 
Virginia,Total,EQIP IRA,Access Control (472),Total,59,"$23,852 ","3,421", 
Virginia,Total,EQIP IRA,Brush Management (314),2023,50,"$112,837 ","3,422", 
Virginia,Total,EQIP IRA,Brush Management (314),2024,11,"$41,393 ","3,423", 
Virginia,Total,EQIP IRA,Brush Management (314),Total,61,"$154,230 ","3,424", 
Virginia,Total,EQIP IRA,Conservation Cover (327),2023,,,"3,425",(supp)
Virginia,Total,EQIP IRA,Conservation Cover (327),Total,,,"3,426",(supp)
Virginia,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,"3,427",(supp)
Virginia,Total,EQIP IRA,Conservation Crop Rotation (328),2024,,,"3,428",(supp)
Virginia,Total,EQIP IRA,Conservation Crop Rotation (328),Total,15,"$37,167 ","3,429", 
Virginia,Total,EQIP IRA,Cover Crop (340),2023,9,"$26,548 ","3,430", 
Virginia,Total,EQIP IRA,Cover Crop (340),2024,9,"$49,305 ","3,431", 
Virginia,Total,EQIP IRA,Cover Crop (340),Total,18,"$75,853 ","3,432", 
Virginia,Total,EQIP IRA,Critical Area Planting (342),2023,,,"3,433",(supp)
Virginia,Total,EQIP IRA,Critical Area Planting (342),2024,,,"3,434",(supp)
Virginia,Total,EQIP IRA,Critical Area Planting (342),Total,8,"$4,942 ","3,435", 
Virginia,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,,,"3,436",(supp)
Virginia,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2024,,,"3,437",(supp)
Virginia,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,10,"$3,908 ","3,438", 
Virginia,Total,EQIP IRA,Fence (382),2023,106,"$618,740 ","3,439", 
Virginia,Total,EQIP IRA,Fence (382),2024,28,"$107,850 ","3,440", 
Virginia,Total,EQIP IRA,Fence (382),Total,134,"$726,590 ","3,441", 
Virginia,Total,EQIP IRA,Firebreak (394),2023,6,"$13,740 ","3,442", 
Virginia,Total,EQIP IRA,Firebreak (394),Total,6,"$13,740 ","3,443", 
Virginia,Total,EQIP IRA,Forest Stand Improvement (666),2023,30,"$420,112 ","3,444", 
Virginia,Total,EQIP IRA,Forest Stand Improvement (666),Total,30,"$420,112 ","3,445", 
Virginia,Total,EQIP IRA,Heavy Use Area Protection (561),2023,28,"$82,016 ","3,446", 
Virginia,Total,EQIP IRA,Heavy Use Area Protection (561),2024,18,"$33,594 ","3,447", 
Virginia,Total,EQIP IRA,Heavy Use Area Protection (561),Total,46,"$115,610 ","3,448", 
Virginia,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,44,"$47,441 ","3,449", 
Virginia,Total,EQIP IRA,Herbaceous Weed Treatment (315),2024,29,"$37,215 ","3,450", 
Virginia,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,73,"$84,656 ","3,451", 
Virginia,Total,EQIP IRA,Livestock Pipeline (516),2023,32,"$247,568 ","3,452", 
Virginia,Total,EQIP IRA,Livestock Pipeline (516),2024,22,"$76,971 ","3,453", 
Virginia,Total,EQIP IRA,Livestock Pipeline (516),Total,54,"$324,539 ","3,454", 
Virginia,Total,EQIP IRA,Mulching (484),2023,,,"3,455",(supp)
Virginia,Total,EQIP IRA,Mulching (484),Total,,,"3,456",(supp)
Virginia,Total,EQIP IRA,Nutrient Management (590),2023,7,"$1,708 ","3,457", 
Virginia,Total,EQIP IRA,Nutrient Management (590),2024,10,"$51,176 ","3,458", 
Virginia,Total,EQIP IRA,Nutrient Management (590),Total,17,"$52,884 ","3,459", 
Virginia,Total,EQIP IRA,Pasture and Hay Planting (512),2023,33,"$307,915 ","3,460", 
Virginia,Total,EQIP IRA,Pasture and Hay Planting (512),2024,41,"$160,837 ","3,461", 
Virginia,Total,EQIP IRA,Pasture and Hay Planting (512),Total,74,"$468,752 ","3,462", 
Virginia,Total,EQIP IRA,Prescribed Burning (338),2023,6,"$3,137 ","3,463", 
Virginia,Total,EQIP IRA,Prescribed Burning (338),Total,6,"$3,137 ","3,464", 
Virginia,Total,EQIP IRA,Prescribed Grazing (528),2023,46,"$116,205 ","3,465", 
Virginia,Total,EQIP IRA,Prescribed Grazing (528),2024,41,"$55,327 ","3,466", 
Virginia,Total,EQIP IRA,Prescribed Grazing (528),Total,87,"$171,532 ","3,467", 
Virginia,Total,EQIP IRA,Pumping Plant (533),2023,17,"$73,863 ","3,468", 
Virginia,Total,EQIP IRA,Pumping Plant (533),2024,7,"$32,826 ","3,469", 
Virginia,Total,EQIP IRA,Pumping Plant (533),Total,24,"$106,689 ","3,470", 
Virginia,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,,,"3,471",(supp)
Virginia,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2024,,,"3,472",(supp)
Virginia,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,9,"$25,281 ","3,473", 
Virginia,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"3,474",(supp)
Virginia,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2024,,,"3,475",(supp)
Virginia,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,9,"$41,112 ","3,476", 
Virginia,Total,EQIP IRA,Riparian Forest Buffer (391),2023,15,"$40,323 ","3,477", 
Virginia,Total,EQIP IRA,Riparian Forest Buffer (391),Total,15,"$40,323 ","3,478", 
Virginia,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"3,479",(supp)
Virginia,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"3,480",(supp)
Virginia,Total,EQIP IRA,Soil Carbon Amendment (336),2024,,,"3,481",(supp)
Virginia,Total,EQIP IRA,Soil Carbon Amendment (336),Total,,,"3,482",(supp)
Virginia,Total,EQIP IRA,Stream Crossing (578),2023,6,"$25,324 ","3,483", 
Virginia,Total,EQIP IRA,Stream Crossing (578),Total,6,"$25,324 ","3,484", 
Virginia,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"3,485",(supp)
Virginia,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"3,486",(supp)
Virginia,Total,EQIP IRA,Total,2023,603,"$2,639,043 ","3,487", 
Virginia,Total,EQIP IRA,Total,2024,299,"$932,264 ","3,488", 
Virginia,Total,EQIP IRA,Total,Total,902,"$3,571,308 ","3,489", 
Virginia,Total,EQIP IRA,Trails and Walkways (575),2023,4,"$38,082 ","3,490", 
Virginia,Total,EQIP IRA,Trails and Walkways (575),2024,4,"$19,257 ","3,491", 
Virginia,Total,EQIP IRA,Trails and Walkways (575),Total,8,"$57,339 ","3,492", 
Virginia,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,15,"$53,475 ","3,493", 
Virginia,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,15,"$53,475 ","3,494", 
Virginia,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,16,"$4,792 ","3,495", 
Virginia,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2024,4,$207 ,"3,496", 
Virginia,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,20,"$4,999 ","3,497", 
Virginia,Total,EQIP IRA,Underground Outlet (620),2023,,,"3,498",(supp)
Virginia,Total,EQIP IRA,Underground Outlet (620),Total,,,"3,499",(supp)
Virginia,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,,,"3,500",(supp)
Virginia,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,,,"3,501",(supp)
Virginia,Total,EQIP IRA,Water Well (642),2023,12,"$145,974 ","3,502", 
Virginia,Total,EQIP IRA,Water Well (642),2024,5,"$74,998 ","3,503", 
Virginia,Total,EQIP IRA,Water Well (642),Total,17,"$220,972 ","3,504", 
Virginia,Total,EQIP IRA,Watering Facility (614),2023,29,"$184,122 ","3,505", 
Virginia,Total,EQIP IRA,Watering Facility (614),2024,24,"$94,445 ","3,506", 
Virginia,Total,EQIP IRA,Watering Facility (614),Total,53,"$278,567 ","3,507", 
Virginia,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"3,508",(supp)
Virginia,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,,,"3,509",(supp)
Virginia,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,9,"$18,535 ","3,510", 
Virginia,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2024,4,"$6,330 ","3,511", 
Virginia,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,4,"$6,330 ","3,512", 
Washington,Total,EQIP IRA,Amending Soil Properties with Lime (805),2024,,,"3,513",(supp)
Washington,Total,EQIP IRA,Amending Soil Properties with Lime (805),Total,,,"3,514",(supp)
Washington,Total,EQIP IRA,Brush Management (314),2023,13,"$14,035 ","3,515", 
Washington,Total,EQIP IRA,Brush Management (314),Total,13,"$14,035 ","3,516", 
Washington,Total,EQIP IRA,Conservation Cover (327),2024,,,"3,517",(supp)
Washington,Total,EQIP IRA,Conservation Cover (327),Total,,,"3,518",(supp)
Washington,Total,EQIP IRA,Conservation Crop Rotation (328),2023,,,"3,519",(supp)
Washington,Total,EQIP IRA,Conservation Crop Rotation (328),2024,,,"3,520",(supp)
Washington,Total,EQIP IRA,Conservation Crop Rotation (328),Total,15,"$283,607 ","3,521", 
Washington,Total,EQIP IRA,Cover Crop (340),2023,,,"3,522",(supp)
Washington,Total,EQIP IRA,Cover Crop (340),2024,,,"3,523",(supp)
Washington,Total,EQIP IRA,Cover Crop (340),Total,14,"$319,133 ","3,524", 
Washington,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,5,"$87,308 ","3,525", 
Washington,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,5,"$87,308 ","3,526", 
Washington,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,,,"3,527",(supp)
Washington,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,,,"3,528",(supp)
Washington,Total,EQIP IRA,Energy Efficient Lighting System (670),2023,,,"3,529",(supp)
Washington,Total,EQIP IRA,Energy Efficient Lighting System (670),Total,,,"3,530",(supp)
Washington,Total,EQIP IRA,Fence (382),2023,13,"$96,576 ","3,531", 
Washington,Total,EQIP IRA,Fence (382),Total,13,"$96,576 ","3,532", 
Washington,Total,EQIP IRA,Field Border (386),2023,,,"3,533",(supp)
Washington,Total,EQIP IRA,Field Border (386),2024,,,"3,534",(supp)
Washington,Total,EQIP IRA,Field Border (386),Total,,,"3,535",(supp)
Washington,Total,EQIP IRA,Forest Stand Improvement (666),2023,96,"$1,217,221 ","3,536", 
Washington,Total,EQIP IRA,Forest Stand Improvement (666),2024,11,"$459,410 ","3,537", 
Washington,Total,EQIP IRA,Forest Stand Improvement (666),Total,107,"$1,676,631 ","3,538", 
Washington,Total,EQIP IRA,Heavy Use Area Protection (561),2023,5,"$21,594 ","3,539", 
Washington,Total,EQIP IRA,Heavy Use Area Protection (561),Total,5,"$21,594 ","3,540", 
Washington,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,11,"$85,886 ","3,541", 
Washington,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,11,"$85,886 ","3,542", 
Washington,Total,EQIP IRA,Livestock Pipeline (516),2023,,,"3,543",(supp)
Washington,Total,EQIP IRA,Livestock Pipeline (516),Total,,,"3,544",(supp)
Washington,Total,EQIP IRA,Nutrient Management (590),2023,17,"$216,406 ","3,545", 
Washington,Total,EQIP IRA,Nutrient Management (590),2024,18,"$684,411 ","3,546", 
Washington,Total,EQIP IRA,Nutrient Management (590),Total,35,"$900,817 ","3,547", 
Washington,Total,EQIP IRA,Pasture and Hay Planting (512),2023,,,"3,548",(supp)
Washington,Total,EQIP IRA,Pasture and Hay Planting (512),2024,,,"3,549",(supp)
Washington,Total,EQIP IRA,Pasture and Hay Planting (512),Total,4,"$9,113 ","3,550", 
Washington,Total,EQIP IRA,Pest Management Conservation System (595),2023,4,"$76,368 ","3,551", 
Washington,Total,EQIP IRA,Pest Management Conservation System (595),2024,9,"$288,285 ","3,552", 
Washington,Total,EQIP IRA,Pest Management Conservation System (595),Total,13,"$364,653 ","3,553", 
Washington,Total,EQIP IRA,Prescribed Grazing (528),2023,27,"$184,139 ","3,554", 
Washington,Total,EQIP IRA,Prescribed Grazing (528),Total,27,"$184,139 ","3,555", 
Washington,Total,EQIP IRA,Pumping Plant (533),2023,6,"$59,760 ","3,556", 
Washington,Total,EQIP IRA,Pumping Plant (533),Total,6,"$59,760 ","3,557", 
Washington,Total,EQIP IRA,Range Planting (550),2023,,,"3,558",(supp)
Washington,Total,EQIP IRA,Range Planting (550),2024,,,"3,559",(supp)
Washington,Total,EQIP IRA,Range Planting (550),Total,,,"3,560",(supp)
Washington,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2024,6,"$171,437 ","3,561", 
Washington,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,6,"$171,437 ","3,562", 
Washington,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,19,"$1,193,223 ","3,563", 
Washington,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2024,12,"$440,097 ","3,564", 
Washington,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,31,"$1,633,320 ","3,565", 
Washington,Total,EQIP IRA,Riparian Forest Buffer (391),2023,,,"3,566",(supp)
Washington,Total,EQIP IRA,Riparian Forest Buffer (391),Total,,,"3,567",(supp)
Washington,Total,EQIP IRA,Roofs and Covers (367),2023,,,"3,568",(supp)
Washington,Total,EQIP IRA,Roofs and Covers (367),Total,,,"3,569",(supp)
