year,state,county,policies_prem,acres_insured,liabilities,premium,subsidy,indemnity,loss_ratio,net_benefit,farmer_premium,benefit_by_pol,benefit_by_acre
2022,Alabama,Cleburne,12,1878,508018,62245,34941,17341,0.27859265804482286,-9963,27304,-830.25,-5.305111821086262
2022,Alabama,Coffee,450,44469,25937826,6136193,4136376,4877975,0.7949513647957293,2878158,1999817,6395.906666666667,64.72279565540039
2022,Alabama,Colbert,192,60462,33020781,3398693,2496092,5029308,1.479777079012432,4126707,902601,21493.265625,68.2529026495981
2022,Alabama,Conecuh,83,12362,7223347,1077539,713835,910565,0.8450413395710039,546861,363704,6588.686746987952,44.23725934314836
2022,Alabama,Covington,310,42498,24247994,4513399,3063029,2941310,0.6516840190729869,1490940,1450370,4809.4838709677415,35.08259212198221
2022,Alabama,Crenshaw,110,15109,6615467,1225025,719500,1214536,0.9914377257606988,709011,505525,6445.554545454545,46.92640148256007
2022,Alabama,Cullman,53,9392,4075101,343740,234930,67589,0.19662826554954327,-41221,108810,-777.7547169811321,-4.38894804088586
2022,Alabama,Dale,221,26414,15670205,2818570,1838736,1567178,0.5560188322447198,587344,979834,2657.665158371041,22.23608692360112
2022,Alabama,Dallas,216,32076,19062789,2242276,1708858,1835501,0.8185883450565408,1302083,533418,6028.162037037037,40.593683751091156
2022,Alabama,De Kalb,136,31425,17395500,1904516,1376528,259793,0.1364089353935593,-268195,527988,-1972.0220588235295,-8.534447096260939
2022,Alabama,Elmore,98,16167,10374339,1050555,771410,672900,0.6405185830346817,393755,279145,4017.908163265306,24.355477206655532
2022,Alabama,Escambia,344,45390,35489502,4583386,3060397,3007457,0.6561648964324628,1484468,1522989,4315.313953488372,32.70473672615113
2022,Alabama,Etowah,48,7754,5051271,446986,321865,99453,0.22249690146894982,-25668,125121,-534.75,-3.3102914624709827
2022,Alabama,Fayette,25,5743,2483907,238771,172578,225951,0.9463083875344995,159758,66193,6390.32,27.817865227233153
2022,Alabama,Franklin,56,11807,5434538,464273,331816,1426175,3.0718456597734525,1293718,132457,23102.10714285714,109.57211823494538
2022,Alabama,Geneva,594,66023,40542435,9543707,6093189,7673765,0.8040654433334972,4223247,3450518,7109.843434343435,63.9662996228587
2022,Alabama,Greene,19,4675,2242899,311905,197444,814612,2.6117311360831024,700151,114461,36850.05263157895,149.76491978609624
2022,Alabama,Hale,43,15510,6298469,687869,428470,248974,0.36194973170763617,-10425,259399,-242.4418604651163,-0.6721470019342359
2022,Alabama,Henry,294,45291,26284750,5337681,3324111,3712240,0.6954780549830535,1698670,2013570,5777.789115646258,37.505685456271664
2022,Alabama,Houston,560,78125,44675313,9471211,6084348,6368050,0.6723585822340987,2981187,3386863,5323.5482142857145,38.1591936
2022,Alabama,Jackson,171,56334,28626456,2669521,1878420,884714,0.3314130137953588,93613,791101,547.4444444444445,1.6617495650939043
2022,Alabama,Lamar,17,4821,2616913,446229,316840,604863,1.3554990823097557,475474,129389,27969.058823529413,98.62559634930513
2022,Alabama,Lauderdale,305,71018,54250908,5089865,3848296,4777774,0.9386838354258905,3536205,1241569,11594.11475409836,49.793080627446564
2022,Alabama,Lawrence,285,87462,55875339,6080108,4425506,8336544,1.3711177498820744,6681942,1654602,23445.41052631579,76.39823008849558
2022,Alabama,Lee,41,7705,2669035,298957,193778,102743,0.3436714979077259,-2436,105179,-59.41463414634146,-0.31615833874107724
2022,Alabama,Limestone,527,116084,70829538,5042813,3639931,6263201,1.2420054045232294,4860319,1402882,9222.61669829222,41.8689828055546
2022,Alabama,Lowndes,64,32146,10022215,1177405,701824,2007533,1.705048814978703,1531952,475581,23936.75,47.65606918434642
2022,Alabama,Macon,73,10689,5976245,655746,478212,960628,1.4649391685195183,783094,177534,10727.315068493152,73.26167087660211
2022,Alabama,Madison,403,90911,55602231,4535049,3345081,3063248,0.6754608384606208,1873280,1189968,4648.3374689826305,20.60564728140709
2022,Alabama,Marengo,76,19400,10071727,1290886,878770,1059321,0.820615453262333,647205,412116,8515.855263157895,33.361082474226805
2022,Alabama,Marion,26,4831,2704910,279112,220875,129562,0.46419358537074723,71325,58237,2743.269230769231,14.764024011591802
2022,Alabama,Marshall,105,15122,7186630,647456,470204,221537,0.3421653363317353,44285,177252,421.76190476190476,2.9285147467266235
2022,Alabama,Mobile,82,23254,44639862,2575624,1843974,1918810,0.7449883989277938,1187160,731650,14477.560975609756,51.05186204523953
2022,Alabama,Monroe,222,33013,21891600,2608683,1655430,1283432,0.4919846527922327,330179,953253,1487.2927927927929,10.001484263774877
2022,Alabama,Montgomery,80,25298,10100665,1354023,824989,988619,0.7301345693536964,459585,529034,5744.8125,18.166851134477035
2022,Alabama,Morgan,91,16244,8259143,865839,588341,1061310,1.2257590614421388,783812,277498,8613.318681318682,48.25240088648116
2022,Alabama,Perry,80,16870,9210654,1288782,897989,1701257,1.3200502489947874,1310464,390793,16380.8,77.68014226437462
2022,Alabama,Pickens,47,9474,6862576,609910,455292,778577,1.2765440802741388,623959,154618,13275.72340425532,65.86014355077053
2022,Alabama,Pike,212,22449,11317945,2132072,1349499,1719830,0.8066472426822359,937257,782573,4421.023584905661,41.75050113590806
2022,Alabama,Randolph,30,5628,1496348,190734,118144,123866,0.649417513395619,51276,72590,1709.2,9.110874200426439
2022,Alabama,Russell,42,8213,5320951,762108,562072,420489,0.5517446346187155,220453,200036,5248.880952380952,26.84195787166687
2022,Alabama,Shelby,27,6645,3718882,402547,237285,120465,0.29925698117238486,-44797,165262,-1659.148148148148,-6.741459744168548
2022,Alabama,St Clair,14,2617,1826123,133278,81684,448693,3.3665946367742614,397099,51594,28364.214285714286,151.73824990447076
2022,Alabama,Sumter,16,3187,1963488,313515,223631,385941,1.2310128701975982,296057,89884,18503.5625,92.89519924694069
2022,Alabama,Talladega,50,21667,13155380,1293085,912249,267631,0.20697092611854595,-113205,380836,-2264.1,-5.224765772834264
2022,Alabama,Tallapoosa,16,2814,922901,86483,59871,26031,0.3009955713839714,-581,26612,-36.3125,-0.2064676616915423
2022,Alabama,Tuscaloosa,31,7614,3699554,440853,326494,325962,0.739389320249607,211603,114359,6825.903225806452,27.79130548988705
2022,Alabama,Washington,29,3857,2087274,232942,152617,167709,0.7199603334735686,87384,80325,3013.2413793103447,22.655950220378532
2022,Alabama,Wilcox,44,12851,4785888,723034,437573,739587,1.0228938058237924,454126,285461,10321.045454545454,35.33779472414598
2022,Alabama,Winston,4,872,333856,37061,25681,68699,1.8536736731334826,57319,11380,14329.75,65.73279816513761
2022,Alaska,All Other Counties,0,0,0,0,0,0,0.0,0,0,0.0,0.0
2022,Alaska,Southeast Fairbanks,10,4464,714206,142033,99505,249607,1.757387367724402,207079,42528,20707.9,46.38866487455197
2022,Arizona,All Other Counties,2,0,896227,3449,3449,0,0.0,0,0,0.0,0.0
2022,Arizona,Apache,48,6406177,66644395,19140650,9859746,11935949,0.6235916230640025,2655045,9280904,55313.4375,0.4144507714975718
2022,Arizona,Cochise,207,1606413,70395780,6237902,3535413,8817090,1.4134704264350417,6114601,2702489,29539.135265700483,3.806369221364618
2022,Arizona,Coconino,44,6677383,67807474,19276895,10074996,24197852,1.2552774707752468,14995953,9201899,340817.11363636365,2.2457829661710282
2022,Arizona,Gila,49,1776507,16620231,4330887,2422411,4999856,1.1544646627815502,3091380,1908476,63089.38775510204,1.7401451274889432
2022,Arizona,Graham,155,1607840,52908770,7509065,4350117,9499562,1.2650792075977502,6340614,3158948,40907.18709677419,3.943560304507911
2022,Arizona,Greenlee,19,259342,2666510,640474,352714,963364,1.504142244650056,675604,287760,35558.10526315789,2.6050697534529696
2022,Arizona,La Paz,39,1270026,22812842,4449258,2522727,6210986,1.3959599555701199,4284455,1926531,109857.82051282052,3.373517550034409
2022,Arizona,Maricopa,177,1980332,43431045,6855523,4021405,8400119,1.2253068073726834,5566001,2834118,31446.333333333332,2.8106403370747937
2022,Arizona,Mohave,82,4034542,23693585,7598304,4189988,10043390,1.3217936528993839,6635074,3408316,80915.53658536586,1.64456684302704
2022,Arizona,Navajo,56,4691641,48471928,13886035,7217549,12266441,0.8833652658948361,5597955,6668486,99963.48214285714,1.1931763321191882
2022,Arizona,Pima,87,3334668,54271741,12009707,6566255,18339540,1.5270597359286118,12896088,5443452,148230.89655172414,3.867277941912058
2022,Arizona,Pinal,845,1452654,231589166,27934869,16135122,60426621,2.163125268280299,48626874,11799747,57546.59644970414,33.47450528480974
2022,Arizona,Santa Cruz,22,320657,4884612,1356243,743031,1225362,0.9034973821063039,612150,613212,27825.0,1.9090492332928954
2022,Arizona,Yavapai,67,2032629,20114529,5857124,3163408,7289973,1.2446335436982383,4596257,2693716,68600.85074626865,2.2612375401512033
2022,Arizona,Yuma,80,182410,18206375,1673166,1085827,2004265,1.1978877170585585,1416926,587339,17711.575,7.767808782413245
2022,Arkansas,All Other Counties,11,3066,389214,58180,31552,41252,0.7090409075283602,14624,26628,1329.4545454545455,4.769732550554468
2022,Arkansas,Arkansas,468,187393,100104976,3831986,2737669,3628749,0.9469630108251961,2534432,1094317,5415.452991452991,13.524688755716596
2022,Arkansas,Ashley,457,117764,71684277,5314304,3868116,5345791,1.0059249527313454,3899603,1446188,8533.048140043764,33.11371047179104
2022,Arkansas,Benton,19,6215,997345,171977,93786,145314,0.8449618262907249,67123,78191,3532.7894736842104,10.800160901045857
2022,Arkansas,Boone,19,7316,1051500,236729,134686,127619,0.5390932247422158,25576,102043,1346.1052631578948,3.4958993985784583
2022,Arkansas,Bradley,17,328,2451120,1241541,735799,1657017,1.3346454124350304,1151275,505742,67722.05882352941,3509.984756097561
2022,Arkansas,Carroll,16,8358,1238180,179552,98759,158225,0.8812210390304759,77432,80793,4839.5,9.264417324718833
2022,Arkansas,Chicot,625,243061,132094628,9073589,6382874,8770786,0.9666280895024009,6080071,2690715,9728.1136,25.01458893035082
2022,Arkansas,Clark,24,11069,5244374,672775,461521,760131,1.1298443015867117,548877,211254,22869.875,49.58686421537627
2022,Arkansas,Clay,1033,213600,125713899,8743200,6128615,12284135,1.404993023149419,9669550,2614585,9360.648596321395,45.26942883895131
2022,Arkansas,Cleburne,12,2063,256326,36852,19561,19080,0.5177466623249756,1789,17291,149.08333333333334,0.8671837130392632
2022,Arkansas,Conway,61,19768,5868411,512398,342439,541434,1.0566668878488987,371475,169959,6089.754098360656,18.791734115742614
2022,Arkansas,Craighead,994,236357,129264851,8520675,5997164,13269969,1.5573847142391888,10746458,2523511,10811.325955734406,45.46706042131183
2022,Arkansas,Crawford,49,14898,3043954,557346,370913,856697,1.5371008314404337,670264,186433,13678.857142857143,44.990200026849244
2022,Arkansas,Crittenden,465,281039,131746889,12289561,8799053,9770793,0.7950481713708081,6280285,3490508,13505.989247311827,22.34666718853967
2022,Arkansas,Cross,632,262117,129527496,12542300,8899797,15350225,1.22387640225477,11707722,3642503,18524.87658227848,44.66601555793787
2022,Arkansas,Desha,805,258085,146434811,10606938,7724822,10545002,0.9941608030517384,7662886,2882116,9519.11304347826,29.691326500958986
2022,Arkansas,Drew,267,69263,40885408,3378090,2476748,4622103,1.3682592826123638,3720761,901342,13935.434456928839,53.71931622944429
2022,Arkansas,Faulkner,46,12562,3615988,460518,293823,624816,1.3567678136359491,458121,166695,9959.152173913044,36.46879477790161
2022,Arkansas,Franklin,25,5822,916079,128709,83152,310275,2.41067058247675,264718,45557,10588.72,45.468567502576434
2022,Arkansas,Fulton,22,10618,763165,125522,65044,148823,1.1856327974378993,88345,60478,4015.681818181818,8.320305142211339
2022,Arkansas,Greene,924,176179,106442379,9400008,6347625,13916724,1.4805012931903887,10864341,3052383,11757.944805194806,61.66649260127484
2022,Arkansas,Hempstead,11,2975,342059,64278,34738,73252,1.1396123090326395,43712,29540,3973.818181818182,14.69310924369748
2022,Arkansas,Hot Spring,7,2076,815237,90195,57048,107120,1.1876489827595764,73973,33147,10567.57142857143,35.632466281310215
2022,Arkansas,Howard,3,1799,293544,57786,33349,37159,0.6430450282075243,12722,24437,4240.666666666667,7.071706503613118
2022,Arkansas,Independence,239,61427,22848596,3014477,1982633,4083849,1.354745450039924,3052005,1031844,12769.89539748954,49.68507333908542
2022,Arkansas,Izard,16,7549,573909,97819,50341,114670,1.1722671464643883,67192,47478,4199.5,8.900781560471586
2022,Arkansas,Jackson,960,262577,135561607,23066721,15243717,40530341,1.757091569278529,32707337,7823004,34070.14270833333,124.56284061437216
2022,Arkansas,Jefferson,631,237881,135375071,11963580,8113953,17724831,1.4815658022097065,13875204,3849627,21989.229793977815,58.32834064090869
2022,Arkansas,Johnson,22,4027,1118457,185984,121797,311081,1.6726223761183758,246894,64187,11222.454545454546,61.309659796374476
2022,Arkansas,Lafayette,119,46300,21394171,2617045,2002237,3603537,1.3769488105859853,2988729,614808,25115.36974789916,64.55138228941685
2022,Arkansas,Lawrence,727,177266,105772946,10575158,7114275,23812831,2.2517707064045758,20351948,3460883,27994.426409903714,114.81021741337877
2022,Arkansas,Lee,530,224992,112649051,11334732,8459411,16051541,1.4161376731271635,13176220,2875321,24860.79245283019,58.563060019911816
2022,Arkansas,Lincoln,420,144464,83927275,7353647,5270029,9228437,1.2549469671307312,7144819,2083618,17011.47380952381,49.457435762542914
2022,Arkansas,Little River,56,35084,10114841,1988108,1428788,2900464,1.4589066589943807,2341144,559320,41806.142857142855,66.72967734579865
2022,Arkansas,Logan,23,9376,2748002,403906,280219,652302,1.614984674652023,528615,123687,22983.260869565216,56.3795861774744
2022,Arkansas,Lonoke,586,168327,96429683,5800564,3945590,9124807,1.57308961680278,7269833,1854974,12405.858361774744,43.1887516560029
2022,Arkansas,Madison,3,633,57617,8565,4518,1440,0.1681260945709282,-2607,4047,-869.0,-4.118483412322274
2022,Arkansas,Marion,3,811,88415,13523,7436,5866,0.43377948680026623,-221,6087,-73.66666666666667,-0.2725030826140567
2022,Arkansas,Miller,99,65548,27699595,4520068,3247160,10828822,2.3957210378250946,9555914,1272908,96524.38383838384,145.78498199792517
2022,Arkansas,Mississippi,1000,426609,219334032,14983684,10852321,7009032,0.467777617306932,2877669,4131363,2877.669,6.745448408261429
2022,Arkansas,Monroe,659,187832,89368983,9541217,6553501,14498384,1.5195529039953708,11510668,2987716,17466.87101669196,61.28171983474594
2022,Arkansas,Nevada,6,1005,201180,28278,15553,24404,0.8630030412334677,11679,12725,1946.5,11.620895522388059
2022,Arkansas,Perry,12,3368,1150760,167424,112163,372737,2.22630566704893,317476,55261,26456.333333333332,94.2624703087886
2022,Arkansas,Phillips,561,342094,154796874,17133601,12331733,25120139,1.466133067998957,20318271,4801868,36217.95187165775,59.39382450437599
2022,Arkansas,Pike,3,1148,169712,23553,12957,9390,0.39867532798369637,-1206,10596,-402.0,-1.0505226480836236
2022,Arkansas,Poinsett,1179,333721,185955047,13300123,9232007,15276519,1.148599828738426,11208403,4068116,9506.703138252757,33.586148309516034
2022,Arkansas,Pope,25,11606,4731461,588423,378474,915843,1.556436441131635,705894,209949,28235.76,60.82147165259349
2022,Arkansas,Prairie,402,112481,59708912,4652101,3216349,5801947,1.2471670327019986,4366195,1435752,10861.1815920398,38.81717801228652
2022,Arkansas,Pulaski,160,35727,15058702,1721800,1043691,2835994,1.6471100011615751,2157885,678109,13486.78125,60.39927785708288
2022,Arkansas,Randolph,339,90957,48522387,4159643,2822395,8491335,2.0413614822233543,7154087,1337248,21103.501474926255,78.65350660202074
2022,Arkansas,Searcy,14,5208,873814,127342,69787,27658,0.21719464120243126,-29897,57555,-2135.5,-5.740591397849462
2022,Arkansas,Sebastian,16,5568,1116294,207030,138651,339059,1.6377288315703038,270680,68379,16917.5,48.61350574712644
2022,Arkansas,Sevier,8,2289,400024,86361,54239,49332,0.571230069128426,17210,32122,2151.25,7.518567059851463
2022,Arkansas,Sharp,14,6172,534973,85773,44797,75204,0.8767794061068168,34228,40976,2444.8571428571427,5.5456902138690864
2022,Arkansas,St Francis,496,220248,98991553,8944213,6561748,10810415,1.2086491008208324,8427950,2382465,16991.834677419356,38.265727725109876
2022,Arkansas,Stone,8,1505,160372,24489,12884,14142,0.5774837682224673,2537,11605,317.125,1.6857142857142857
2022,Arkansas,Union,6,2671,580539,98655,50548,33674,0.34133090061324817,-14433,48107,-2405.5,-5.403594159490828
2022,Arkansas,Van Buren,2,379,42343,6775,3456,2122,0.31321033210332105,-1197,3319,-598.5,-3.158311345646438
2022,Arkansas,Washington,7,4101,356938,59710,32554,50153,0.8399430581142188,22997,27156,3285.285714285714,5.607656669105096
2022,Arkansas,White,177,61310,25652356,4657032,2953458,6463640,1.3879311973806494,4760066,1703574,26893.028248587572,77.63930843255586
2022,Arkansas,Woodruff,542,198986,83448568,10720431,7630225,15075743,1.406262770591966,11985537,3090206,22113.536900369003,60.23306664790488
2022,Arkansas,Yell,47,10749,2894470,319938,194979,515528,1.6113371965818377,390569,124959,8309.978723404256,36.335380035352124
2022,California,Alameda,38,56571,7717351,661792,375612,904140,1.366199651854359,617960,286180,16262.105263157895,10.923618108217992
2022,California,All Other Counties,19,3249,24513094,305785,220866,295314,0.9657569861176971,210395,84919,11073.421052631578,64.75684826100338
2022,California,Alpine,11,203992,4582394,1230921,661750,2177376,1.768899872534468,1608205,569171,146200.45454545456,7.883667006549277
2022,California,Amador,48,44334,6786937,640775,346217,1828820,2.854075143381062,1534262,294558,31963.791666666668,34.60689312942662
2022,California,Butte,861,226722,315751461,11330635,6549808,43597694,3.847771462058393,38816867,4780827,45083.469221835076,171.20908866364977
2022,California,Calaveras,46,74954,3722212,552263,300421,1956252,3.542247081553535,1704410,251842,37052.391304347824,22.739413506950928
2022,California,Colusa,806,424882,463605615,16860518,8287407,226796879,13.451358908427368,218223768,8573111,270749.0918114144,513.6102917986641
2022,California,Contra Costa,50,46848,21330718,1164892,658168,823192,0.7066680859684846,316468,506724,6329.36,6.755208333333333
2022,California,El Dorado,59,36575,6591233,593614,334090,3667834,6.1788199065385925,3408310,259524,57767.96610169492,93.18687628161312
2022,California,Fresno,4158,1359062,1810657881,100876320,57431411,199608834,1.9787481740015893,156163925,43444909,37557.46151996152,114.90566655531536
2022,California,Glenn,741,272020,276887162,9943348,5285634,130358174,13.110088674357973,125700460,4657714,169636.24831309041,462.100066171605
2022,California,Humboldt,23,139800,4602452,1070531,589372,1438112,1.3433632468373171,956953,481159,41606.65217391304,6.845157367668097
2022,California,Imperial,167,140131,72507332,4063363,2270572,4461220,1.0979132309862545,2668429,1792791,15978.616766467067,19.04238890752225
2022,California,Inyo,9,423143,9628103,3515031,1862979,4953313,1.4091804595748942,3301261,1652052,366806.77777777775,7.801762052072231
2022,California,Kern,1271,2076292,1465577371,81828339,49857495,148926883,1.8199915190750726,116956039,31970844,92018.91345397325,56.329282682782576
2022,California,Kings,583,479602,422509517,24460232,14638189,44611739,1.8238477460066609,34789696,9822043,59673.578044596914,72.53867998882407
2022,California,Lake,147,64106,63916652,2933178,1478529,7817934,2.665345914908676,6363285,1454649,43287.65306122449,99.26192556078995
2022,California,Lassen,76,1322074,24122829,5791462,3290644,8989772,1.5522457023805043,6488954,2500818,85380.97368421052,4.908162478045858
2022,California,Los Angeles,23,37344,2163925,736073,386266,1187648,1.6134921400458921,837841,349807,36427.86956521739,22.43575942587832
2022,California,Madera,1111,467157,605271183,30152501,17806500,48113309,1.5956656132769882,35767308,12346001,32193.796579657967,76.56378476614928
2022,California,Marin,21,15737,1721986,346528,181800,676970,1.9535795087265675,512242,164728,24392.47619047619,32.550168392959264
2022,California,Mariposa,35,81102,1927899,519463,279994,935841,1.801554682431665,696372,239469,19896.342857142856,8.586372715839314
2022,California,Mendocino,221,203261,75065773,6086841,3301283,8058478,1.323917940356911,5272920,2785558,23859.366515837104,25.941621855643728
2022,California,Merced,1131,461789,517156123,21948045,12730485,30474722,1.3884936904403102,21257162,9217560,18795.015030946066,46.03219652265429
2022,California,Modoc,209,994300,47560321,7626538,4101406,20564127,2.696390813236622,17038995,3525132,81526.29186602871,17.136674042039626
2022,California,Mono,27,622841,14520288,4642122,2472688,8305065,1.7890665088078255,6135631,2169434,227245.59259259258,9.851039029222546
2022,California,Monterey,219,310900,176763163,8625323,5189819,9838370,1.1406378636487005,6402866,3435504,29236.83105022831,20.594615632036025
2022,California,Napa,795,71115,495435895,21269944,11365373,27584405,1.2968724788368038,17679834,9904571,22238.784905660377,248.6090698164944
2022,California,Nevada,8,17677,1338357,119389,67104,688992,5.770983926492391,636707,52285,79588.375,36.018951179498785
2022,California,Orange,11,4046,6246600,226297,178016,180478,0.7975271435326142,132197,48281,12017.90909090909,32.673504695996044
2022,California,Placer,78,40260,31837268,2721864,1332002,6729399,2.472349463455926,5339537,1389862,68455.60256410256,132.62635370094387
2022,California,Plumas,32,252270,3756229,1068538,594626,1239970,1.1604360350310423,766058,473912,23939.3125,3.0366591350537124
2022,California,Riverside,254,105865,79984889,5110460,3243870,7374154,1.4429530805446085,5507564,1866590,21683.32283464567,52.02440844471733
2022,California,Sacramento,265,124312,123327595,5878287,3257276,17513993,2.979438227497228,14892982,2621011,56199.9320754717,119.80325310509042
2022,California,San Benito,79,264161,31309620,4065579,2489417,4276653,1.0519173283805332,2700491,1576162,34183.43037974684,10.222898156805888
2022,California,San Bernardino,46,38114,4976068,645118,347459,1090697,1.6906937955536816,793038,297659,17239.956521739132,20.807000052474155
2022,California,San Diego,336,114940,72028980,3635443,2383172,6650051,1.8292271395810635,5397780,1252271,16064.82142857143,46.96171915782147
2022,California,San Joaquin,1748,272146,652722843,38838372,22912694,57136988,1.4711478637673072,41211310,15925678,23576.264302059495,151.4308863624672
2022,California,San Luis Obispo,484,605157,146083341,12126242,7339047,16152317,1.3320134135538446,11365122,4787195,23481.65702479339,18.78045201493166
2022,California,San Mateo,6,1781,329151,46511,23631,130183,2.7989722861258626,107303,22880,17883.833333333332,60.24873666479506
2022,California,Santa Barbara,244,164995,91141655,4968064,2980536,7569651,1.5236621347873136,5582123,1987528,22877.553278688523,33.83207369920301
2022,California,Santa Clara,54,72541,11684172,2351008,1364570,2427345,1.0324699022717065,1440907,986438,26683.462962962964,19.86334624557147
2022,California,Santa Cruz,26,11876,1753053,232609,134590,348001,1.4960771079364943,249982,98019,9614.692307692309,21.049343213203098
2022,California,Shasta,50,141740,9991586,1821183,1004796,2962462,1.6266690387511853,2146075,816387,42921.5,15.140927049527303
2022,California,Sierra,21,128811,2237595,566872,315164,910992,1.6070506216570937,659284,251708,31394.47619047619,5.118227480572312
2022,California,Siskiyou,209,496689,53851917,10067217,5274958,23743661,2.358512883947967,18951402,4792259,90676.56459330143,38.15546951915585
2022,California,Solano,222,135705,113708292,5236847,2935927,26414889,5.044044441244894,24113969,2300920,108621.48198198198,177.69403485501638
2022,California,Sonoma,932,87518,390893465,17161959,9149276,33337326,1.9425128564868381,25324643,8012683,27172.36373390558,289.36496492150184
2022,California,Stanislaus,1187,348702,438498076,16068000,9051274,22208473,1.3821554020413245,15191747,7016726,12798.43892165122,43.56656113242826
2022,California,Sutter,997,208509,313143349,25010162,13084743,116293715,4.649858525506552,104368296,11925419,104682.34302908726,500.54576061464974
2022,California,Tehama,359,526661,95125414,8630545,4977603,30054580,3.482350187618511,26401638,3652942,73542.16713091922,50.13023178097486
2022,California,Trinity,7,89939,2184735,490489,264417,816849,1.6653767974409213,590777,226072,84396.71428571429,6.568640967767042
2022,California,Tulare,3544,1811325,1063072012,56767791,34799878,89320422,1.5734348726023177,67352509,21967913,19004.658295711062,37.184110526824284
2022,California,Tuolumne,28,271692,5960491,1498839,820216,2748203,1.8335545045198316,2069580,678623,73913.57142857143,7.617375557616713
2022,California,Ventura,820,132065,227792565,8360720,5700221,10399042,1.243797424145289,7738543,2660499,9437.24756097561,58.59647143452088
2022,California,Yolo,504,244507,336898189,18281947,10069835,92373113,5.052695590901779,84161001,8212112,166986.1130952381,344.20691841133385
2022,California,Yuba,300,87199,79859823,5720447,3303859,10581200,1.8497155904075329,8164612,2416588,27215.373333333333,93.63194532047386
2022,Colorado,Adams,443,218145,48346057,8816208,5468188,24782662,2.811034177052084,21434642,3348020,48385.19638826185,98.25869032065827
2022,Colorado,Alamosa,143,62731,65020493,5171818,3251637,5868235,1.134656130590829,3948054,1920181,27608.76923076923,62.936251614034525
2022,Colorado,All Other Counties,12,84748,4285339,221836,123402,162639,0.7331497142032853,64205,98434,5350.416666666667,0.7575989993864162
2022,Colorado,Arapahoe,143,95479,14608175,2156447,1284283,6234902,2.8912845991577814,5362738,872164,37501.66433566433,56.16667539458938
2022,Colorado,Archuleta,2,6900,93812,16481,8448,16723,1.0146835750257872,8690,8033,4345.0,1.2594202898550724
2022,Colorado,Baca,1220,824878,102343602,30804297,17990946,50194976,1.6294796794096615,37381625,12813351,30640.676229508197,45.31776214179551
2022,Colorado,Bent,267,347752,23509456,6840711,3872494,9938258,1.4528106800594265,6970041,2968217,26105.022471910113,20.04313706319446
2022,Colorado,Boulder,34,4491,4233732,401176,273345,355065,0.8850604223582667,227234,127831,6683.35294117647,50.59763972389223
2022,Colorado,Broomfield,2,844,98571,21571,12727,22553,1.0455240832599324,13709,8844,6854.5,16.242890995260662
2022,Colorado,Cheyenne,829,538786,66808904,17590826,11931136,29272729,1.6640906458855316,23613039,5659690,28483.76236429433,43.82637819097007
2022,Colorado,Conejos,94,199951,17952578,1608802,1031605,1206443,0.7499014794859777,629246,577197,6694.106382978724,3.147001015248736
2022,Colorado,Costilla,18,7470,7502534,603417,387114,366874,0.6079941400391438,150571,216303,8365.055555555555,20.156760374832665
2022,Colorado,Crowley,44,154096,3058590,654421,354254,874767,1.3367037426977435,574600,300167,13059.09090909091,3.7288443567646143
2022,Colorado,Custer,6,35450,691671,136581,69550,137805,1.0089617150262482,70774,67031,11795.666666666666,1.9964456981664316
2022,Colorado,Delta,98,56986,12320057,2436836,1646067,754798,0.3097450956896566,-35971,790769,-367.05102040816325,-0.6312252132102621
2022,Colorado,Denver,9,6541,736149,248108,144348,501269,2.0203661308784886,397509,103760,44167.666666666664,60.771900321051824
2022,Colorado,Dolores,105,144913,4626972,738604,454444,983584,1.3316797634456352,699424,284160,6661.1809523809525,4.826509698922802
2022,Colorado,Douglas,10,16953,3483781,129463,72264,38167,0.29481010018306386,-19032,57199,-1903.2,-1.1226331622721641
2022,Colorado,Eagle,3,104778,1387761,162544,89122,59508,0.36610394723890144,-13914,73422,-4638.0,-0.13279505239649544
2022,Colorado,El Paso,21,93707,1818868,348185,182441,541697,1.5557735112081221,375953,165744,17902.52380952381,4.01200550652566
2022,Colorado,Elbert,143,225578,9758397,2244770,1308596,3488646,1.5541218031245962,2552472,936174,17849.454545454544,11.31525237390171
2022,Colorado,Fremont,9,57282,979942,176537,97636,234810,1.330089443006282,155909,78901,17323.222222222223,2.7217799657833175
2022,Colorado,Garfield,34,470068,6271831,1067417,549997,612167,0.5735031388857401,94747,517420,2786.676470588235,0.20156019980087989
2022,Colorado,Gunnison,18,259829,3386663,533277,283370,515746,0.9671259026734699,265839,249907,14768.833333333334,1.0231305974313876
2022,Colorado,Huerfano,23,218875,3498729,625464,335627,543541,0.8690204392259187,253704,289837,11030.608695652174,1.1591273557966877
2022,Colorado,Jackson,2,2747,34338,4678,2573,0,0.0,-2105,2105,-1052.5,-0.7662904987258827
2022,Colorado,Kiowa,720,494343,52635336,18302142,12946706,16861453,0.9212830388923876,11506017,5355436,15980.579166666666,23.275371553759232
2022,Colorado,Kit Carson,1356,700732,174616282,38586885,24468430,50917423,1.319552563001652,36798968,14118455,27137.882005899704,52.51503855967759
2022,Colorado,La Plata,20,137550,2129401,404296,214790,468434,1.1586411935809406,278928,189506,13946.4,2.0278298800436203
2022,Colorado,Larimer,122,45596,21200302,1852285,1067802,2547386,1.3752667651036423,1762903,784483,14450.024590163934,38.66354504781121
